Age, Gender, Session, Block, Trial, Set, Pattern, Quadrant, Response Time, Num Mistakes, Distance From Target
20,M,1,1,1,2,1,1,2587,0,0.448913
20,M,1,1,2,4,4,4,5743,3,0.5025056
20,M,1,1,3,1,1,1,2987,0,0.5950357
20,M,1,1,4,1,2,2,2343,1,0.48356
20,M,1,1,5,1,4,4,4598,3,0.9158456
20,M,1,1,6,4,1,1,3287,1,0.4018459
20,M,1,1,7,3,3,3,2465,0,0.3567182
20,M,1,1,8,3,4,4,2810,0,0.8220584
20,M,1,1,9,2,2,2,2798,2,0.3844966
20,M,1,1,10,1,3,3,2576,0,0.2448439
20,M,1,1,11,4,2,2,1232,0,0.8183327
20,M,1,1,12,3,1,1,1509,0,0.1540382
20,M,1,1,13,4,3,3,2221,0,0.3014356
20,M,1,1,14,3,2,2,4187,1,0.4931659
20,M,1,1,15,2,4,4,10476,2,0.7327296
20,M,1,1,16,2,3,3,3654,0,0.113292
20,M,1,2,1,4,5,1,1698,0,0.7909781
20,M,1,2,2,1,6,2,1509,0,0.6590467
20,M,1,2,3,3,8,4,3398,2,0.9297601
20,M,1,2,4,1,5,1,2487,0,0.5489235
20,M,1,2,5,1,8,4,3454,1,0.5054035
20,M,1,2,6,3,6,2,1454,0,0.7940947
20,M,1,2,7,2,8,4,6931,2,0.6895316
20,M,1,2,8,3,7,3,2054,0,0.2718434
20,M,1,2,9,4,6,2,1565,1,0.1847541
20,M,1,2,10,2,7,3,4254,0,0.1291076
20,M,1,2,11,4,8,4,1365,0,0.459857
20,M,1,2,12,2,6,2,6154,2,0.576036
20,M,1,2,13,4,7,3,1654,0,0.3184343
20,M,1,2,14,2,5,1,1776,0,0.4513347
20,M,1,2,15,1,7,3,1177,0,0.3041581
20,M,1,2,16,3,5,1,1510,0,0.5331969
20,M,1,3,1,3,11,3,1187,0,0.6908001
20,M,1,3,2,1,9,1,1598,0,0.1633832
20,M,1,3,3,2,12,4,8031,2,0.03052155
20,M,1,3,4,1,11,3,1165,0,0.1712594
20,M,1,3,5,1,10,2,1720,0,0.4452001
20,M,1,3,6,1,12,4,2165,0,0.4127073
20,M,1,3,7,2,10,2,1265,0,0.1191831
20,M,1,3,8,3,9,1,2553,0,0.9510338
20,M,1,3,9,4,12,4,3776,0,0.3620521
20,M,1,3,10,3,10,2,1087,0,0.3769636
20,M,1,3,11,4,9,1,1565,0,0.8942289
20,M,1,3,12,4,11,3,1065,0,0.67174
20,M,1,3,13,4,10,2,4443,1,0.2358004
20,M,1,3,14,2,11,3,2021,0,0.3819237
20,M,1,3,15,2,9,1,2698,1,0.2873691
20,M,1,3,16,3,12,4,3187,1,0.5447813
20,M,1,4,1,1,13,1,1832,0,0.2223549
20,M,1,4,2,1,15,3,965,0,0.5763711
20,M,1,4,3,3,14,2,1132,0,0.6642024
20,M,1,4,4,3,15,3,1032,0,0.288339
20,M,1,4,5,4,16,4,1398,0,0.1749081
20,M,1,4,6,2,14,2,1732,0,0.1300349
20,M,1,4,7,3,13,1,4554,0,0.3989852
20,M,1,4,8,1,14,2,1521,0,0.5117996
20,M,1,4,9,2,16,4,6120,1,0.8919674
20,M,1,4,10,2,13,1,2410,0,0.1475882
20,M,1,4,11,1,16,4,3154,1,0.8540437
20,M,1,4,12,4,14,2,4998,0,0.3894219
20,M,1,4,13,2,15,3,1543,0,0.8393255
20,M,1,4,14,4,13,1,2665,0,0.6928828
20,M,1,4,15,3,16,4,2565,0,0.4221118
20,M,1,4,16,4,15,3,1387,0,0.3441935
