Age, Gender, Session, Block, Trial, Set, Pattern, Quadrant, Response Time, Num Mistakes, Distance From Target
19,M,1,1,1,2,2,2,3754,3,0.9590755
19,M,1,1,2,2,4,4,3843,2,0.8949016
19,M,1,1,3,2,1,1,3443,3,0.7377245
19,M,1,1,4,1,3,3,1698,0,0.4091304
19,M,1,1,5,3,2,2,3143,0,0.833593
19,M,1,1,6,1,1,1,2776,2,0.09114566
19,M,1,1,7,3,3,3,2487,0,0.2003036
19,M,1,1,8,4,1,1,2321,2,0.7097821
19,M,1,1,9,4,2,2,4409,2,0.3628074
19,M,1,1,10,3,4,4,2599,0,0.6332672
19,M,1,1,11,2,3,3,2465,0,0.6730664
19,M,1,1,12,1,4,4,3932,1,0.6740546
19,M,1,1,13,1,2,2,1354,0,0.5767636
19,M,1,1,14,4,4,4,2354,0,0.8745621
19,M,1,1,15,3,1,1,1654,1,0.6155378
19,M,1,1,16,4,3,3,4076,3,0.8814458
19,M,1,2,1,1,5,1,1276,0,0.4912656
19,M,1,2,2,3,6,2,1054,0,0.7483515
19,M,1,2,3,3,8,4,3387,0,0.5472234
19,M,1,2,4,4,5,1,3532,7,0.5301653
19,M,1,2,5,1,7,3,1332,0,0.2544669
19,M,1,2,6,2,5,1,4520,8,0.6109531
19,M,1,2,7,1,8,4,3187,0,0.8078218
19,M,1,2,8,4,6,2,4065,1,0.9198636
19,M,1,2,9,4,7,3,2309,0,0.3283226
19,M,1,2,10,1,6,2,1310,0,0.4485463
19,M,1,2,11,3,5,1,1010,0,0.2921709
19,M,1,2,12,2,8,4,4832,7,0.8857196
19,M,1,2,13,3,7,3,2254,0,0.28613
19,M,1,2,14,2,6,2,1165,1,0.6572229
19,M,1,2,15,2,7,3,2221,0,0.6804039
19,M,1,2,16,4,8,4,6210,5,0.8393906
19,M,1,3,1,3,10,2,1354,0,0.3679115
19,M,1,3,2,2,12,4,2032,1,0.5264207
19,M,1,3,3,2,9,1,1043,0,0.4356354
19,M,1,3,4,2,11,3,1487,0,0.9893866
19,M,1,3,5,3,9,1,1021,0,0.6646414
19,M,1,3,6,4,11,3,2009,2,0.7636686
19,M,1,3,7,4,9,1,998,0,0.5828143
19,M,1,3,8,1,12,4,3343,0,0.8766938
19,M,1,3,9,1,11,3,2576,0,0.1983772
19,M,1,3,10,1,10,2,1010,0,0.5977077
19,M,1,3,11,4,12,4,2176,1,0.5491815
19,M,1,3,12,3,11,3,4654,6,0.5349801
19,M,1,3,13,4,10,2,2743,1,1.000819
19,M,1,3,14,1,9,1,1576,0,0.3536606
19,M,1,3,15,2,10,2,1498,1,0.528334
19,M,1,3,16,3,12,4,1732,1,0.6888019
19,M,1,4,1,2,13,1,1176,1,0.1820524
19,M,1,4,2,3,14,2,1198,0,0.3881986
19,M,1,4,3,1,16,4,3254,2,0.7171561
19,M,1,4,4,1,14,2,1598,1,0.3315525
19,M,1,4,5,3,16,4,2187,1,0.6807612
19,M,1,4,6,4,15,3,4677,7,0.879905
19,M,1,4,7,4,16,4,3487,4,0.3770953
19,M,1,4,8,4,13,1,2532,3,0.3071555
19,M,1,4,9,3,15,3,3898,0,0.160987
19,M,1,4,10,4,14,2,1321,0,0.4259785
19,M,1,4,11,2,16,4,1743,0,0.7394337
19,M,1,4,12,2,14,2,1009,0,0.7670285
19,M,1,4,13,1,13,1,1521,0,0.2483962
19,M,1,4,14,1,15,3,1909,0,0.949258
19,M,1,4,15,3,13,1,4376,3,0.5433343
19,M,1,4,16,2,15,3,2110,0,0.5098679
19,M,1,5,1,4,17,1,3476,4,0.5788098
19,M,1,5,2,3,19,3,2010,1,0.9270374
19,M,1,5,3,2,18,2,1398,1,0.9132897
19,M,1,5,4,3,20,4,2832,0,0.8609203
19,M,1,5,5,1,18,2,1432,0,0.4567943
19,M,1,5,6,1,20,4,2276,1,0.8361079
19,M,1,5,7,1,19,3,3021,0,0.6051752
19,M,1,5,8,4,18,2,5287,7,0.5382712
19,M,1,5,9,4,20,4,3476,3,0.7330092
19,M,1,5,10,4,19,3,4409,3,0.3809743
19,M,1,5,11,3,17,1,1265,1,0.4772255
19,M,1,5,12,2,20,4,1210,0,0.6998076
19,M,1,5,13,2,17,1,854,0,0.2418086
19,M,1,5,14,2,19,3,1343,2,0.7278041
19,M,1,5,15,3,18,2,1265,0,0.7639679
19,M,1,5,16,1,17,1,1132,0,0.628136
19,M,1,6,1,4,23,3,1065,0,0.904501
19,M,1,6,2,2,24,4,2565,3,0.956565
19,M,1,6,3,3,21,1,1343,0,0.5850438
19,M,1,6,4,2,23,3,2009,0,0.343942
19,M,1,6,5,1,21,1,1176,0,0.3597596
19,M,1,6,6,1,24,4,4510,0,0.5698853
19,M,1,6,7,3,22,2,1632,1,0.5616789
19,M,1,6,8,4,21,1,3654,0,0.8208158
19,M,1,6,9,1,22,2,1487,2,0.6654665
19,M,1,6,10,3,24,4,2976,0,0.9672924
19,M,1,6,11,4,22,2,3921,0,0.9435161
19,M,1,6,12,1,23,3,1754,0,0.5056396
19,M,1,6,13,2,21,1,1187,1,0.4981563
19,M,1,6,14,3,23,3,1821,0,0.2285533
19,M,1,6,15,2,22,2,2065,2,0.4712766
19,M,1,6,16,4,24,4,1898,1,0.5693697
19,M,1,7,1,2,27,3,2987,1,0.3709784
19,M,1,7,2,2,25,1,1143,0,0.8052264
19,M,1,7,3,3,26,2,1120,0,0.7432266
19,M,1,7,4,4,27,3,19543,41,0.4537897
19,M,1,7,5,1,25,1,1554,0,0.933717
19,M,1,7,6,1,27,3,1743,0,0.625707
19,M,1,7,7,2,28,4,5265,4,0.6543986
19,M,1,7,8,1,26,2,1576,1,0.9553732
19,M,1,7,9,1,28,4,4432,1,0.9636295
19,M,1,7,10,3,27,3,2921,0,0.717047
19,M,1,7,11,3,25,1,4298,0,0.3098209
19,M,1,7,12,4,28,4,2509,0,0.675681
19,M,1,7,13,4,26,2,987,0,0.5405765
19,M,1,7,14,3,28,4,3209,0,0.18855
19,M,1,7,15,4,25,1,1843,0,0.686301
19,M,1,7,16,2,26,2,1021,0,0.08689977
19,M,1,8,1,3,29,1,1321,0,0.6778411
19,M,1,8,2,3,32,4,2087,0,0.4883325
19,M,1,8,3,4,31,3,1843,0,0.2663107
19,M,1,8,4,4,30,2,1143,1,0.2058644
19,M,1,8,5,2,32,4,2398,1,0.8958923
19,M,1,8,6,1,31,3,2476,0,0.1706348
19,M,1,8,7,2,29,1,1020,0,0.5931723
19,M,1,8,8,1,30,2,998,0,0.67516
19,M,1,8,9,4,29,1,2043,3,0.2482887
19,M,1,8,10,3,30,2,1232,0,0.4736915
19,M,1,8,11,1,29,1,954,0,0.9027498
19,M,1,8,12,3,31,3,1987,0,0.2265749
19,M,1,8,13,4,32,4,1932,0,0.4883693
19,M,1,8,14,2,30,2,1232,1,0.3423663
19,M,1,8,15,2,31,3,3198,1,0.9601179
19,M,1,8,16,1,32,4,3454,0,0.8241138
19,M,1,9,1,1,35,3,2465,0,0.6310726
19,M,1,9,2,3,36,4,2165,0,0.2537352
19,M,1,9,3,1,34,2,2398,0,0.360379
19,M,1,9,4,2,33,1,1143,0,0.5437174
19,M,1,9,5,4,35,3,1554,0,0.5977831
19,M,1,9,6,1,36,4,2587,0,0.5146273
19,M,1,9,7,3,33,1,3987,0,0.4887236
19,M,1,9,8,2,36,4,3510,5,0.4627412
19,M,1,9,9,3,34,2,1176,0,0.9120855
19,M,1,9,10,4,33,1,1676,1,0.5736344
19,M,1,9,11,2,34,2,1065,0,0.4747309
19,M,1,9,12,3,35,3,2154,0,0.5852136
19,M,1,9,13,4,34,2,2076,0,0.504331
19,M,1,9,14,4,36,4,1343,0,0.4856091
19,M,1,9,15,2,35,3,2476,0,0.4678734
19,M,1,9,16,1,33,1,1476,0,0.5764949
19,M,1,10,1,3,40,4,2265,0,0.865214
19,M,1,10,2,3,39,3,3465,0,0.5849218
19,M,1,10,3,3,37,1,1754,0,0.4869952
19,M,1,10,4,1,39,3,3454,1,0.5470166
19,M,1,10,5,3,38,2,1632,1,0.6878421
19,M,1,10,6,4,39,3,2421,1,0.6035903
19,M,1,10,7,1,40,4,2965,0,0.8954059
19,M,1,10,8,2,38,2,1143,1,0.7746113
19,M,1,10,9,4,37,1,1754,1,0.2850664
19,M,1,10,10,1,38,2,3176,0,0.8878514
19,M,1,10,11,4,40,4,5621,1,0.7776795
19,M,1,10,12,2,37,1,1165,0,0.339948
19,M,1,10,13,2,40,4,1076,0,0.322463
19,M,1,10,14,1,37,1,1754,2,0.5416718
19,M,1,10,15,4,38,2,1654,0,0.2705802
19,M,1,10,16,2,39,3,4087,4,0.4235495
19,M,1,11,1,3,42,2,4109,0,0.7965983
19,M,1,11,2,3,44,4,5354,0,1.031304
19,M,1,11,3,1,43,3,1387,0,0.6893013
19,M,1,11,4,1,41,1,2398,0,0.3835773
19,M,1,11,5,4,44,4,2164,2,0.2773594
19,M,1,11,6,4,41,1,810,0,0.7316927
19,M,1,11,7,4,42,2,2932,1,0.8666843
19,M,1,11,8,4,43,3,4698,8,0.5763499
19,M,1,11,9,2,42,2,887,0,0.8218572
19,M,1,11,10,2,41,1,1021,0,0.6461081
19,M,1,11,11,3,43,3,2543,0,0.8010076
19,M,1,11,12,2,44,4,2021,1,0.3219846
19,M,1,11,13,3,41,1,1321,0,0.6296007
19,M,1,11,14,2,43,3,3009,1,0.8148059
19,M,1,11,15,1,44,4,3143,0,0.4246507
19,M,1,11,16,1,42,2,1365,0,0.1626535
19,M,1,12,1,3,45,1,3798,0,0.7088492
19,M,1,12,2,3,46,2,1509,0,0.3251135
19,M,1,12,3,4,45,1,965,0,0.1227481
19,M,1,12,4,2,48,4,1421,0,0.9236465
19,M,1,12,5,1,46,2,1509,0,0.7922543
19,M,1,12,6,1,47,3,2487,0,0.524312
19,M,1,12,7,2,45,1,1143,1,0.877663
19,M,1,12,8,3,47,3,2565,0,0.1179335
19,M,1,12,9,2,46,2,1343,0,0.9811761
19,M,1,12,10,3,48,4,2598,1,0.7549825
19,M,1,12,11,4,47,3,1365,0,0.878176
19,M,1,12,12,4,48,4,2321,0,0.1931675
19,M,1,12,13,2,47,3,2787,0,0.567718
19,M,1,12,14,4,46,2,1232,0,0.5056297
19,M,1,12,15,1,45,1,1698,0,0.2223141
19,M,1,12,16,1,48,4,1676,0,0.8020381
19,M,1,13,1,4,49,1,1710,2,0.8074667
19,M,1,13,2,4,52,4,2577,4,0.5416812
19,M,1,13,3,4,50,2,3398,1,0.8975468
19,M,1,13,4,1,49,1,1076,0,0.3683058
19,M,1,13,5,2,50,2,765,0,0.68566
19,M,1,13,6,2,52,4,2965,3,0.780638
19,M,1,13,7,2,49,1,954,0,0.1601628
19,M,1,13,8,3,51,3,2809,0,0.5895164
19,M,1,13,9,1,50,2,1287,0,0.7876835
19,M,1,13,10,4,51,3,3442,6,0.8834344
19,M,1,13,11,3,52,4,2109,0,0.6105025
19,M,1,13,12,1,51,3,2187,0,0.3731632
19,M,1,13,13,3,49,1,2098,1,0.8405558
19,M,1,13,14,3,50,2,2609,0,0.3768302
19,M,1,13,15,2,51,3,1276,0,0.9086938
19,M,1,13,16,1,52,4,2509,0,0.4463432
19,M,1,14,1,2,55,3,2898,1,0.6542844
19,M,1,14,2,3,54,2,1154,0,0.6406578
19,M,1,14,3,4,55,3,1754,0,0.9119937
19,M,1,14,4,2,56,4,1253,1,1.026685
19,M,1,14,5,4,53,1,2832,3,0.890708
19,M,1,14,6,2,54,2,854,0,0.7603081
19,M,1,14,7,2,53,1,1509,0,0.3330547
19,M,1,14,8,1,56,4,1432,0,0.3713992
19,M,1,14,9,1,54,2,1198,1,0.3135425
19,M,1,14,10,1,55,3,1354,1,0.3228799
19,M,1,14,11,1,53,1,3143,1,0.7061576
19,M,1,14,12,3,55,3,2365,0,0.213946
19,M,1,14,13,3,56,4,2187,0,0.9440799
19,M,1,14,14,3,53,1,1143,1,0.9188576
19,M,1,14,15,4,56,4,6087,0,0.5327488
19,M,1,14,16,4,54,2,1676,2,0.4036663
19,M,1,15,1,4,57,1,1843,0,0.8390672
19,M,1,15,2,1,60,4,1887,2,0.9120792
19,M,1,15,3,4,58,2,1153,0,0.4837492
19,M,1,15,4,1,57,1,1854,1,0.7346267
19,M,1,15,5,4,60,4,3854,3,0.8681095
19,M,1,15,6,3,59,3,2165,0,0.3445306
19,M,1,15,7,2,58,2,1287,1,0.8805326
19,M,1,15,8,2,59,3,2487,0,0.2783753
19,M,1,15,9,3,58,2,1353,0,0.1579081
19,M,1,15,10,4,59,3,1187,0,0.6493279
19,M,1,15,11,2,57,1,2543,3,0.5191629
19,M,1,15,12,3,60,4,1709,1,0.05528611
19,M,1,15,13,1,58,2,1187,0,0.6203536
19,M,1,15,14,1,59,3,1853,0,0.8929529
19,M,1,15,15,3,57,1,1032,0,0.4200988
19,M,1,15,16,2,60,4,1965,1,0.6715619
19,M,1,16,1,3,62,2,1898,1,0.6883774
19,M,1,16,2,2,63,3,1765,1,0.8075178
19,M,1,16,3,1,61,1,1254,1,0.3676004
19,M,1,16,4,2,62,2,2087,0,0.9113503
19,M,1,16,5,1,63,3,2242,0,0.5858744
19,M,1,16,6,3,64,4,2321,0,0.3485824
19,M,1,16,7,2,61,1,1054,0,0.6237934
19,M,1,16,8,1,64,4,1142,0,0.3611705
19,M,1,16,9,4,62,2,1421,1,0.7039785
19,M,1,16,10,3,63,3,2331,0,0.5518371
19,M,1,16,11,3,61,1,1309,0,0.2426917
19,M,1,16,12,4,64,4,1809,0,0.2568778
19,M,1,16,13,4,61,1,2387,0,0.3548998
19,M,1,16,14,2,64,4,854,0,0.2257936
19,M,1,16,15,4,63,3,2442,0,0.8834336
19,M,1,16,16,1,62,2,1431,0,0.4737049
19,M,1,17,1,4,67,3,1420,0,0.917751
19,M,1,17,2,3,66,2,2120,1,0.7629071
19,M,1,17,3,2,65,1,2209,0,0.2208601
19,M,1,17,4,3,67,3,3287,0,0.2908358
19,M,1,17,5,4,68,4,1843,1,0.4384471
19,M,1,17,6,1,65,1,1565,0,0.6382589
19,M,1,17,7,1,68,4,3443,0,0.08574881
19,M,1,17,8,4,66,2,1098,0,0.7265567
19,M,1,17,9,3,65,1,4398,0,0.3989754
19,M,1,17,10,2,67,3,1843,1,0.3398868
19,M,1,17,11,1,66,2,1232,0,0.1748869
19,M,1,17,12,2,68,4,898,0,0.751562
19,M,1,17,13,1,67,3,2054,1,0.7420616
19,M,1,17,14,3,68,4,4043,0,0.684445
19,M,1,17,15,4,65,1,1365,0,0.4875731
19,M,1,17,16,2,66,2,1276,1,0.259582
19,M,1,18,1,1,69,1,1298,0,0.5350551
19,M,1,18,2,2,72,4,1710,1,0.4879194
19,M,1,18,3,4,69,1,1532,0,0.4427281
19,M,1,18,4,4,72,4,3420,6,0.07801239
19,M,1,18,5,3,71,3,3198,1,0.7905717
19,M,1,18,6,3,70,2,1998,1,0.2413098
19,M,1,18,7,3,72,4,1465,0,0.7804576
19,M,1,18,8,2,69,1,854,0,0.9750696
19,M,1,18,9,4,70,2,2332,6,0.1901825
19,M,1,18,10,2,71,3,2243,1,1.020656
19,M,1,18,11,3,69,1,1698,0,0.3226523
19,M,1,18,12,4,71,3,1876,0,0.8956227
19,M,1,18,13,1,70,2,1610,0,0.8427546
19,M,1,18,14,1,72,4,2065,0,0.8861445
19,M,1,18,15,2,70,2,1009,0,0.6082658
19,M,1,18,16,1,71,3,1609,0,0.553608
19,M,1,19,1,1,74,2,1843,0,0.7462395
