Age, Gender, Session, Block, Trial, Set, Pattern, Quadrant, Response Time, Num Mistakes, Distance From Target
19,M,1,1,1,2,1,1,6787,0,0.5005728
19,M,1,1,2,4,3,3,6987,1,0.7387391
19,M,1,1,3,3,2,2,12787,1,0.07971172
19,M,1,1,4,1,3,3,5876,0,0.3328864
19,M,1,1,5,1,1,1,4743,0,0.1158669
19,M,1,1,6,4,2,2,3476,1,0.8861542
19,M,1,1,7,4,4,4,229515,131,0.6064641
19,M,1,1,8,2,2,2,11609,5,0.4525893
19,M,1,1,9,1,4,4,6520,0,0.7964627
19,M,1,1,10,4,1,1,3220,0,0.8044366
19,M,1,1,11,3,3,3,5098,0,0.3751616
19,M,1,1,12,3,1,1,3621,0,0.9137836
19,M,1,1,13,2,4,4,10698,3,0.7216597
19,M,1,1,14,1,2,2,5787,0,0.6756881
19,M,1,1,15,2,3,3,5487,1,0.7366846
19,M,1,1,16,3,4,4,9209,0,0.3650102
19,M,1,2,1,2,5,1,11009,8,0.3014283
19,M,1,2,2,2,6,2,2587,0,0.9252596
19,M,1,2,3,3,7,3,8265,0,0.3065617
19,M,1,2,4,1,6,2,3920,1,0.3908367
19,M,1,2,5,2,8,4,5398,3,0.9425004
19,M,1,2,6,4,5,1,7920,1,0.2466431
19,M,1,2,7,1,8,4,3776,0,0.6449386
19,M,1,2,8,4,7,3,7143,2,0.8011882
19,M,1,2,9,4,8,4,5809,1,0.5890753
19,M,1,2,10,2,7,3,11587,7,0.8401144
19,M,1,2,11,3,5,1,4043,0,0.6910609
19,M,1,2,12,4,6,2,3843,1,0.8926553
19,M,1,2,13,1,5,1,3109,0,0.4703351
19,M,1,2,14,3,8,4,4720,0,0.759186
19,M,1,2,15,1,7,3,14354,0,0.3059923
19,M,1,2,16,3,6,2,4243,1,0.0663894
19,M,1,3,1,4,11,3,5509,7,0.6766974
19,M,1,3,2,4,12,4,5065,1,0.8235065
19,M,1,3,3,2,11,3,3842,0,0.7655839
19,M,1,3,4,2,10,2,1887,1,0.4879265
19,M,1,3,5,1,12,4,4920,2,0.7105382
19,M,1,3,6,4,9,1,4465,4,0.4654412
19,M,1,3,7,1,11,3,7787,0,0.6195205
19,M,1,3,8,1,10,2,8042,0,0.5855484
19,M,1,3,9,3,11,3,1832,0,0.4862691
19,M,1,3,10,4,10,2,4276,3,0.6647337
19,M,1,3,11,3,12,4,7431,5,0.4068779
19,M,1,3,12,2,9,1,5909,16,0.9437181
19,M,1,3,13,3,10,2,1887,2,0.8943657
19,M,1,3,14,3,9,1,1187,0,0.5501159
19,M,1,3,15,2,12,4,3776,5,0.6350985
19,M,1,3,16,1,9,1,2853,0,0.938077
19,M,1,4,1,2,15,3,13298,11,0.7379504
19,M,1,4,2,2,16,4,4609,11,0.7699871
19,M,1,4,3,3,13,1,1832,0,0.6782691
19,M,1,4,4,4,15,3,5220,0,0.9073316
19,M,1,4,5,4,14,2,4321,15,0.5001716
19,M,1,4,6,1,15,3,2932,0,0.5966578
19,M,1,4,7,3,14,2,7087,6,0.8524487
19,M,1,4,8,2,13,1,4187,8,0.4325738
19,M,1,4,9,3,15,3,3820,0,0.2978358
19,M,1,4,10,1,14,2,11487,0,0.8566247
19,M,1,4,11,1,13,1,2531,0,0.1910213
19,M,1,4,12,1,16,4,5565,0,0.5228909
19,M,1,4,13,4,13,1,6309,5,0.4050785
19,M,1,4,14,3,16,4,3398,6,0.91717
19,M,1,4,15,2,14,2,3776,12,0.5508879
19,M,1,4,16,4,16,4,9353,12,0.2650091
19,M,1,5,1,2,17,1,11098,19,0.5712178
19,M,1,5,2,3,18,2,11142,6,0.4853333
19,M,1,5,3,3,20,4,5754,4,0.6137537
19,M,1,5,4,1,18,2,6454,5,0.1385208
19,M,1,5,5,3,19,3,7521,7,0.7350802
19,M,1,5,6,3,17,1,2043,0,0.707106
19,M,1,5,7,2,20,4,16587,15,0.5342616
19,M,1,5,8,1,19,3,87141,7,0.9168404
19,M,1,5,9,1,17,1,11964,0,0.6301386
19,M,1,5,10,4,20,4,6120,2,0.8640257
19,M,1,5,11,4,17,1,5565,16,0.5866806
19,M,1,5,12,4,19,3,4520,0,0.6581781
19,M,1,5,13,4,18,2,1132,0,0.6889798
19,M,1,5,14,1,20,4,3987,0,0.6671702
19,M,1,5,15,2,19,3,3976,4,0.1556349
19,M,1,5,16,2,18,2,3843,9,0.7568431
19,M,1,6,1,3,24,4,1398,0,0.9680902
19,M,1,6,2,1,21,1,4531,6,0.9335821
19,M,1,6,3,3,23,3,2743,0,0.6249196
19,M,1,6,4,3,21,1,2343,0,0.7108667
19,M,1,6,5,2,23,3,6532,1,0.9418609
