Age, Gender, Session, Block, Trial, Set, Pattern, Quadrant, Response Time, Num Mistakes, Distance From Target
19,M,1,1,1,3,1,1,4531,0,0.4384543
19,M,1,1,2,4,3,3,8098,6,0.9459054
19,M,1,1,3,4,2,2,11798,16,0.7489923
19,M,1,1,4,2,1,1,13598,11,0.7323598
19,M,1,1,5,1,4,4,5065,1,0.8822207
19,M,1,1,6,4,1,1,4598,0,0.800122
19,M,1,1,7,4,4,4,39941,29,0.1480999
19,M,1,1,8,3,2,2,6288,0,0.3702084
19,M,1,1,9,3,3,3,1743,0,0.6079102
19,M,1,1,10,3,4,4,4109,1,0.3461898
19,M,1,1,11,1,3,3,3443,0,0.3122698
19,M,1,1,12,1,1,1,2676,0,0.4604573
19,M,1,1,13,2,4,4,1554,0,0.1377017
19,M,1,1,14,2,2,2,7543,4,0.893384
19,M,1,1,15,2,3,3,13431,4,0.837406
19,M,1,1,16,1,2,2,14454,1,0.6162572
19,M,1,2,1,1,5,1,3765,1,0.5798894
19,M,1,2,2,3,6,2,4576,2,0.3175521
19,M,1,2,3,1,8,4,5276,0,0.7146034
19,M,1,2,4,1,7,3,3709,0,0.954111
19,M,1,2,5,3,5,1,4143,0,0.5327399
19,M,1,2,6,3,8,4,6187,1,0.5533976
19,M,1,2,7,2,6,2,9076,1,0.5400699
19,M,1,2,8,4,7,3,11087,17,0.625873
19,M,1,2,9,4,5,1,26787,40,0.203005
19,M,1,2,10,2,7,3,10576,11,0.4277202
19,M,1,2,11,1,6,2,16842,1,0.1580793
19,M,1,2,12,4,8,4,1998,1,0.941756
19,M,1,2,13,4,6,2,6343,4,0.9223514
19,M,1,2,14,2,5,1,2109,0,0.7730598
19,M,1,2,15,3,7,3,2298,0,0.356112
19,M,1,2,16,2,8,4,1454,0,0.8029376
19,M,1,3,1,2,11,3,19665,22,0.7145483
19,M,1,3,2,1,10,2,5610,1,0.6536565
19,M,1,3,3,3,12,4,5098,1,0.6695526
19,M,1,3,4,3,10,2,5132,0,0.745322
19,M,1,3,5,4,12,4,4643,0,0.6703758
19,M,1,3,6,2,9,1,12131,11,0.6303138
19,M,1,3,7,4,10,2,2210,0,0.6013745
19,M,1,3,8,1,11,3,4032,0,0.5090986
19,M,1,3,9,1,9,1,1443,0,0.8656784
19,M,1,3,10,2,10,2,3309,0,0.7827406
19,M,1,3,11,2,12,4,1132,0,0.4055914
19,M,1,3,12,4,9,1,3021,1,0.4071897
19,M,1,3,13,3,11,3,4465,0,0.2333888
19,M,1,3,14,1,12,4,3332,0,0.197815
19,M,1,3,15,3,9,1,2521,0,0.7411068
19,M,1,3,16,4,11,3,1787,0,0.6580408
19,M,1,4,1,1,16,4,3121,0,0.3635542
19,M,1,4,2,3,14,2,1154,0,0.4440667
19,M,1,4,3,3,15,3,3187,0,0.2951406
19,M,1,4,4,2,13,1,1687,0,0.8048804
19,M,1,4,5,4,14,2,2398,0,0.5039734
19,M,1,4,6,4,16,4,3654,1,0.9194683
19,M,1,4,7,1,15,3,4076,0,0.2165565
19,M,1,4,8,4,13,1,2832,1,0.8115919
19,M,1,4,9,2,15,3,6487,1,0.424774
19,M,1,4,10,1,14,2,1776,0,0.4509311
19,M,1,4,11,4,15,3,3754,1,0.3241061
19,M,1,4,12,2,16,4,1687,0,0.6044819
19,M,1,4,13,2,14,2,1476,0,0.5449523
19,M,1,4,14,3,13,1,2276,0,0.4994147
19,M,1,4,15,3,16,4,1676,0,0.2139986
19,M,1,4,16,1,13,1,2209,0,0.5375301
19,M,1,5,1,3,20,4,2476,0,0.2428098
19,M,1,5,2,4,19,3,4765,0,0.1185775
19,M,1,5,3,3,18,2,2843,0,0.634133
19,M,1,5,4,2,19,3,2498,0,0.6069149
19,M,1,5,5,1,18,2,1432,0,0.1500318
19,M,1,5,6,4,20,4,1387,0,0.6952282
19,M,1,5,7,1,19,3,3232,0,0.3387159
19,M,1,5,8,2,20,4,1421,0,0.3558235
19,M,1,5,9,4,17,1,1798,0,0.1001104
19,M,1,5,10,3,19,3,3043,0,0.7056042
19,M,1,5,11,1,17,1,2176,0,0.4483986
19,M,1,5,12,1,20,4,2654,0,0.3408807
19,M,1,5,13,3,17,1,2043,0,0.5688787
19,M,1,5,14,2,18,2,2065,0,0.5172537
19,M,1,5,15,2,17,1,1354,0,0.4849544
19,M,1,5,16,4,18,2,4365,0,0.6249517
19,M,1,6,1,1,23,3,4632,1,0.1236746
19,M,1,6,2,1,22,2,4554,0,0.3461181
19,M,1,6,3,2,24,4,1098,0,0.1020596
19,M,1,6,4,3,21,1,7809,1,0.4731994
19,M,1,6,5,4,23,3,1309,0,0.346191
19,M,1,6,6,3,22,2,2798,0,0.4965098
19,M,1,6,7,4,24,4,2076,0,0.4842857
19,M,1,6,8,2,21,1,1387,0,0.6172351
19,M,1,6,9,3,24,4,2754,0,0.4239936
19,M,1,6,10,3,23,3,2776,0,0.9749014
19,M,1,6,11,1,24,4,3187,0,0.6075853
19,M,1,6,12,2,22,2,7065,4,0.6063671
19,M,1,6,13,4,21,1,3543,3,0.9867139
19,M,1,6,14,4,22,2,1498,0,0.5501012
19,M,1,6,15,1,21,1,2443,0,0.3859338
19,M,1,6,16,2,23,3,2898,1,0.078766
19,M,1,7,1,3,28,4,2476,0,0.9406901
19,M,1,7,2,1,25,1,1910,0,0.237383
19,M,1,7,3,4,26,2,1598,0,0.1612259
19,M,1,7,4,2,27,3,5587,0,0.5829297
19,M,1,7,5,2,26,2,1665,0,0.5763371
19,M,1,7,6,2,28,4,1165,0,0.2840097
19,M,1,7,7,3,26,2,1332,0,0.3449731
19,M,1,7,8,1,27,3,3365,0,0.1182339
19,M,1,7,9,2,25,1,2032,0,0.386783
