Age, Gender, Session, Block, Trial, Set, Pattern, Quadrant, Response Time, Num Mistakes, Distance From Target
26,M,1,1,1,4,3,3,1998,0,0.1565749
26,M,1,1,2,4,2,2,1287,0,0.4423952
26,M,1,1,3,4,1,1,3565,0,0.5487852
26,M,1,1,4,3,2,2,4487,1,0.7470676
26,M,1,1,5,1,4,4,4121,1,0.2268402
26,M,1,1,6,1,1,1,1343,0,0.3737517
26,M,1,1,7,2,4,4,2998,0,0.2051663
26,M,1,1,8,1,2,2,2487,1,0.5413242
26,M,1,1,9,1,3,3,4731,0,0.2658363
26,M,1,1,10,3,4,4,3132,0,0.735882
26,M,1,1,11,2,2,2,7054,0,0.5839356
26,M,1,1,12,2,1,1,2898,0,0.5088152
26,M,1,1,13,2,3,3,3398,0,0.4746395
26,M,1,1,14,3,1,1,1665,0,0.7542761
26,M,1,1,15,4,4,4,5076,2,0.3350511
26,M,1,1,16,3,3,3,4198,0,0.1185067
26,M,1,2,1,3,8,4,3576,0,0.4447424
26,M,1,2,2,4,5,1,1265,0,0.699733
26,M,1,2,3,1,7,3,4720,0,0.8024101
26,M,1,2,4,2,8,4,2476,0,0.4363287
26,M,1,2,5,2,6,2,5442,1,0.7668087
26,M,1,2,6,1,5,1,1654,0,0.8140402
26,M,1,2,7,4,8,4,2288,0,0.3656227
26,M,1,2,8,4,7,3,1865,0,0.3000915
26,M,1,2,9,1,6,2,1654,0,0.7250975
26,M,1,2,10,3,7,3,4454,0,0.5113028
26,M,1,2,11,3,5,1,2932,1,0.3368074
26,M,1,2,12,3,6,2,7809,1,0.7601092
26,M,1,2,13,1,8,4,4665,0,0.3478973
26,M,1,2,14,2,5,1,2832,1,0.6771635
26,M,1,2,15,4,6,2,4198,0,0.6707187
26,M,1,2,16,2,7,3,3087,0,0.9830208
26,M,1,3,1,4,9,1,4309,2,0.8358235
26,M,1,3,2,1,10,2,1676,0,0.8571299
26,M,1,3,3,1,11,3,3576,0,0.281371
26,M,1,3,4,4,12,4,3509,0,0.7480966
26,M,1,3,5,2,9,1,1654,0,0.8959149
26,M,1,3,6,2,12,4,3598,0,0.4712662
26,M,1,3,7,3,10,2,1965,1,0.785575
26,M,1,3,8,4,11,3,1610,0,0.5829681
26,M,1,3,9,3,12,4,2987,0,0.491854
26,M,1,3,10,2,10,2,7120,4,0.1958172
26,M,1,3,11,2,11,3,3376,0,0.7959523
26,M,1,3,12,4,10,2,14465,2,0.8353412
26,M,1,3,13,3,9,1,1587,0,0.689757
26,M,1,3,14,1,12,4,4876,0,0.1754227
26,M,1,3,15,1,9,1,1865,0,0.2171426
26,M,1,3,16,3,11,3,4909,0,0.2479434
26,M,1,4,1,3,16,4,9287,0,0.5531335
26,M,1,4,2,3,14,2,2254,1,0.3793352
26,M,1,4,3,1,16,4,2976,0,0.3223781
26,M,1,4,4,1,15,3,5198,0,0.4487604
26,M,1,4,5,1,13,1,1276,0,0.7358048
26,M,1,4,6,2,16,4,5398,0,0.3960411
26,M,1,4,7,3,13,1,2543,0,0.4226094
26,M,1,4,8,2,15,3,3020,0,0.4225249
26,M,1,4,9,4,14,2,1643,0,0.5437211
26,M,1,4,10,2,13,1,2310,0,0.09270544
26,M,1,4,11,2,14,2,2187,0,0.03270825
26,M,1,4,12,4,15,3,2932,0,0.2863162
26,M,1,4,13,1,14,2,2109,0,0.3965458
26,M,1,4,14,4,13,1,1632,0,0.3710589
26,M,1,4,15,3,15,3,5376,0,0.5111345
26,M,1,4,16,4,16,4,4209,0,0.2351869
26,M,1,5,1,4,17,1,4098,0,0.6513717
26,M,1,5,2,3,19,3,4298,0,0.3174952
26,M,1,5,3,1,17,1,1454,0,0.2296261
26,M,1,5,4,2,20,4,4620,0,0.2672271
26,M,1,5,5,2,17,1,1354,0,0.3228196
26,M,1,5,6,3,18,2,2987,0,0.7014093
26,M,1,5,7,1,19,3,4343,0,0.2821732
26,M,1,5,8,2,18,2,7098,0,0.6262636
26,M,1,5,9,3,20,4,4865,0,0.1776085
26,M,1,5,10,4,19,3,6943,0,0.1442242
26,M,1,5,11,1,18,2,5043,0,0.6514477
26,M,1,5,12,3,17,1,1876,0,0.1168971
26,M,1,5,13,1,20,4,2765,0,0.6062318
26,M,1,5,14,4,18,2,1276,0,0.4363905
26,M,1,5,15,2,19,3,3032,0,0.3791637
26,M,1,5,16,4,20,4,2820,0,0.2844915
26,M,1,6,1,4,22,2,1420,0,0.9195207
26,M,1,6,2,1,23,3,2720,0,0.8157959
26,M,1,6,3,4,21,1,1676,0,0.4149381
26,M,1,6,4,4,24,4,1554,0,0.8031535
26,M,1,6,5,1,22,2,3465,0,0.5976092
26,M,1,6,6,3,21,1,5220,0,0.6435193
26,M,1,6,7,3,22,2,1543,0,0.9073655
26,M,1,6,8,1,24,4,2309,0,0.9824964
26,M,1,6,9,1,21,1,1287,0,0.4341931
26,M,1,6,10,2,23,3,2243,0,0.3495358
26,M,1,6,11,2,21,1,2910,0,0.7515472
26,M,1,6,12,2,22,2,1387,0,0.2050761
26,M,1,6,13,3,23,3,3998,0,0.823153
26,M,1,6,14,2,24,4,2154,0,0.752831
26,M,1,6,15,4,23,3,2565,0,0.102939
26,M,1,6,16,3,24,4,2998,1,0.1983774
26,M,1,7,1,3,27,3,2154,0,0.9617004
26,M,1,7,2,3,25,1,1709,0,0.2840306
26,M,1,7,3,3,26,2,1698,0,0.7742979
26,M,1,7,4,2,27,3,2387,0,0.1853445
26,M,1,7,5,1,26,2,1765,0,0.4832389
26,M,1,7,6,4,28,4,3109,0,0.5474809
26,M,1,7,7,1,27,3,5076,0,0.3852439
26,M,1,7,8,3,28,4,4098,0,0.7171155
26,M,1,7,9,4,26,2,1232,0,0.505799
26,M,1,7,10,4,27,3,1809,0,0.8730167
26,M,1,7,11,4,25,1,5620,3,0.1778653
26,M,1,7,12,1,28,4,3721,0,0.3512258
26,M,1,7,13,2,26,2,1332,0,0.1308103
26,M,1,7,14,2,25,1,2632,2,0.2253985
26,M,1,7,15,2,28,4,2887,0,0.3466742
26,M,1,7,16,1,25,1,1343,0,0.3990311
26,M,1,8,1,1,30,2,1698,0,0.4928738
26,M,1,8,2,4,32,4,2776,0,0.3335536
26,M,1,8,3,4,29,1,1554,0,0.6527606
26,M,1,8,4,2,32,4,3132,0,0.8231295
26,M,1,8,5,3,29,1,4443,0,0.4793373
26,M,1,8,6,1,31,3,3365,0,0.34115
26,M,1,8,7,1,32,4,3631,0,0.529688
26,M,1,8,8,3,30,2,1598,0,0.7841995
26,M,1,8,9,4,31,3,3087,0,0.6365294
26,M,1,8,10,1,29,1,2154,1,0.2935982
26,M,1,8,11,4,30,2,1298,0,0.6226104
26,M,1,8,12,3,32,4,3354,0,0.5578661
26,M,1,8,13,2,31,3,3432,0,0.329975
26,M,1,8,14,2,30,2,1310,0,0.1930318
26,M,1,8,15,2,29,1,1176,0,0.3329307
26,M,1,8,16,3,31,3,4076,0,0.6475257
26,M,1,9,1,4,33,1,1331,0,0.5954399
