0,6,29,-4.635,-4.635,18.8,RGBA(1.000, 0.922, 0.016, 1.000),(0.8, 0.3, 0.2, 0.5)
0,6,32,-2.75,-13.75,32.00005,RGBA(0.000, 0.000, 1.000, 1.000),(0.4, 0.3, 0.8, 0.3)
0,6,37,4.635,-1.545,19.3,RGBA(1.000, 0.000, 0.000, 1.000),(0.6, 0.1, 0.7, 0.5)
0,6,39,19.25,-2.75,29.10003,RGBA(1.000, 0.922, 0.016, 1.000),(0.5, 0.6, 0.2, 0.6)
0,6,42,7.725,-4.635,17.79999,RGBA(0.000, 0.000, 1.000, 1.000),(0.3, 0.5, 0.8, 0.1)
0,6,45,8.25,-13.75,31.10004,RGBA(0.000, 0.000, 1.000, 1.000),(0.2, 0.3, 0.3, 0.9)
0,7,2,-13.75,2.75,32.00005,RGBA(0.000, 0.000, 1.000, 1.000),(0.3, 0.5, 0.6, 0.6)
0,7,3,-19.25,2.75,29.10003,RGBA(1.000, 0.000, 0.000, 1.000),(0.6, 0.0, 0.6, 0.5)
0,7,5,-4.635,4.635,18.8,RGBA(1.000, 0.000, 0.000, 1.000),(0.7, 0.2, 0.3, 0.6)
0,7,7,-10.815,4.635,16.09999,RGBA(1.000, 0.000, 0.000, 1.000),(0.0, 0.6, 0.7, 0.4)
0,7,12,1.545,1.545,19.8,RGBA(0.000, 0.000, 1.000, 1.000),(0.8, 0.6, 0.3, 0.1)
0,7,16,2.75,8.25,33.90002,RGBA(0.000, 0.000, 1.000, 1.000),(0.2, 0.5, 0.8, 0.3)
0,7,17,4.635,4.635,18.8,RGBA(1.000, 0.000, 0.000, 1.000),(0.2, 0.6, 0.5, 0.6)
0,7,19,19.25,8.25,28.00003,RGBA(0.000, 1.000, 0.000, 1.000),(0.1, 0.3, 0.3, 0.9)
0,7,24,-1.545,-1.545,19.8,RGBA(0.000, 0.000, 1.000, 1.000),(0.6, 0.3, 0.7, 0.0)
0,7,27,-19.25,-2.75,29.10003,RGBA(1.000, 0.922, 0.016, 1.000),(0.0, 0.8, 0.2, 0.5)
0,7,30,-7.725,-4.635,17.79999,RGBA(1.000, 0.000, 0.000, 1.000),(0.0, 0.6, 0.5, 0.6)
0,7,33,-8.25,-13.75,31.10004,RGBA(0.000, 1.000, 0.000, 1.000),(0.0, 0.6, 0.8, 0.3)
0,7,38,7.725,-1.545,18.29999,RGBA(1.000, 0.000, 0.000, 1.000),(0.6, 0.1, 0.4, 0.7)
0,7,39,19.25,-2.75,29.10003,RGBA(1.000, 0.922, 0.016, 1.000),(0.9, 0.3, 0.3, 0.3)
0,7,41,4.635,-4.635,18.8,RGBA(1.000, 0.922, 0.016, 1.000),(0.5, 0.5, 0.3, 0.6)
0,7,42,13.75,-8.25,31.10004,RGBA(0.000, 0.000, 1.000, 1.000),(0.0, 0.8, 0.0, 0.6)
0,8,0,-1.545,1.545,19.8,RGBA(0.000, 1.000, 0.000, 1.000),(0.6, 0.5, 0.3, 0.6)
0,8,5,-8.25,8.25,32.90003,RGBA(0.000, 0.000, 1.000, 1.000),(0.7, 0.3, 0.2, 0.6)
0,8,8,-1.545,7.725,18.29999,RGBA(1.000, 0.922, 0.016, 1.000),(0.3, 0.4, 0.5, 0.7)
0,8,9,-8.25,13.75,31.10004,RGBA(1.000, 0.000, 0.000, 1.000),(0.5, 0.6, 0.5, 0.3)
0,8,13,8.25,2.75,33.90002,RGBA(1.000, 0.922, 0.016, 1.000),(0.3, 0.6, 0.6, 0.5)
0,8,18,7.725,4.635,17.79999,RGBA(0.000, 0.000, 1.000, 1.000),(0.5, 0.7, 0.2, 0.6)
0,8,19,10.815,4.635,16.09999,RGBA(0.000, 0.000, 1.000, 1.000),(0.1, 0.4, 0.7, 0.6)
0,8,20,2.75,13.75,32.00005,RGBA(0.000, 1.000, 0.000, 1.000),(0.7, 0.4, 0.5, 0.3)
0,8,25,-4.635,-1.545,19.3,RGBA(1.000, 0.000, 0.000, 1.000),(0.6, 0.4, 0.7, 0.0)
0,8,26,-13.75,-2.75,32.00005,RGBA(1.000, 0.000, 0.000, 1.000),(0.5, 0.3, 0.4, 0.8)
0,8,27,-10.815,-1.545,16.69999,RGBA(0.000, 0.000, 1.000, 1.000),(0.6, 0.8, 0.2, 0.2)
0,8,35,-19.25,-13.75,25.70002,RGBA(1.000, 0.000, 0.000, 1.000),(0.5, 0.2, 0.6, 0.7)
0,8,37,4.635,-1.545,19.3,RGBA(1.000, 0.000, 0.000, 1.000),(0.3, 0.6, 0.4, 0.6)
0,8,39,19.25,-2.75,29.10003,RGBA(0.000, 0.000, 1.000, 1.000),(0.1, 0.4, 0.6, 0.7)
0,8,40,1.545,-4.635,19.3,RGBA(1.000, 0.922, 0.016, 1.000),(0.6, 0.7, 0.4, 0.2)
0,8,47,19.25,-13.75,25.70002,RGBA(0.000, 1.000, 0.000, 1.000),(0.1, 0.7, 0.7, 0.3)
0,9,0,-1.545,1.545,19.8,RGBA(0.000, 0.000, 1.000, 1.000),(0.6, 0.7, 0.3, 0.1)
0,9,2,-13.75,2.75,32.00005,RGBA(0.000, 1.000, 0.000, 1.000),(0.7, 0.5, 0.4, 0.4)
0,9,3,-10.815,1.545,16.69999,RGBA(1.000, 0.922, 0.016, 1.000),(0.7, 0.3, 0.5, 0.5)
0,9,5,-8.25,8.25,32.90003,RGBA(0.000, 0.000, 1.000, 1.000),(0.1, 0.6, 0.4, 0.6)
0,9,13,4.635,1.545,19.3,RGBA(0.000, 1.000, 0.000, 1.000),(0.3, 0.7, 0.1, 0.7)
0,9,18,13.75,8.25,31.10004,RGBA(0.000, 1.000, 0.000, 1.000),(0.4, 0.4, 0.3, 0.7)
0,9,19,10.815,4.635,16.09999,RGBA(1.000, 0.000, 0.000, 1.000),(0.6, 0.6, 0.2, 0.5)
0,9,23,19.25,13.75,25.70002,RGBA(0.000, 0.000, 1.000, 1.000),(0.9, 0.1, 0.1, 0.3)
0,9,25,-4.635,-1.545,19.3,RGBA(1.000, 0.922, 0.016, 1.000),(0.7, 0.4, 0.6, 0.2)
0,9,27,-19.25,-2.75,29.10003,RGBA(1.000, 0.922, 0.016, 1.000),(0.7, 0.4, 0.3, 0.5)
0,9,31,-10.815,-4.635,16.09999,RGBA(0.000, 1.000, 0.000, 1.000),(0.4, 0.6, 0.2, 0.7)
0,9,35,-19.25,-13.75,25.70002,RGBA(1.000, 0.922, 0.016, 1.000),(0.7, 0.6, 0.1, 0.4)
0,9,39,10.815,-1.545,16.69999,RGBA(1.000, 0.000, 0.000, 1.000),(0.2, 0.8, 0.5, 0.2)
0,9,42,13.75,-8.25,31.10004,RGBA(0.000, 0.000, 1.000, 1.000),(0.2, 0.1, 0.6, 0.7)
0,9,44,1.545,-7.725,18.29999,RGBA(0.000, 0.000, 1.000, 1.000),(0.6, 0.4, 0.7, 0.2)
0,9,46,13.75,-13.75,29.10003,RGBA(0.000, 0.000, 1.000, 1.000),(0.1, 0.4, 0.7, 0.6)
