2,34,-13.75,-13.75,29.10003,RGBA(0.000, 1.000, 0.000, 1.000),(0.3, 0.6, 0.4, 0.6)
2,37,4.635,-1.545,19.3,RGBA(0.000, 0.000, 1.000, 1.000),(0.1, 0.4, 0.6, 0.7)
2,38,13.75,-2.75,32.00005,RGBA(1.000, 0.922, 0.016, 1.000),(0.5, 0.1, 0.5, 0.7)
2,44,1.545,-7.725,18.29999,RGBA(0.000, 1.000, 0.000, 1.000),(0.1, 0.7, 0.4, 0.6)
2,46,13.75,-13.75,29.10003,RGBA(0.000, 1.000, 0.000, 1.000),(0.6, 0.5, 0.4, 0.5)

3,0,-1.545,1.545,19.8,RGBA(0.000, 0.000, 1.000, 1.000),(0.8, 0.3, 0.2, 0.4)
3,5,-8.25,8.25,32.90003,RGBA(0.000, 1.000, 0.000, 1.000),(0.6, 0.6, 0.2, 0.5)
3,7,-10.815,4.635,16.09999,RGBA(1.000, 0.922, 0.016, 1.000),(0.7, 0.1, 0.6, 0.3)
3,9,-8.25,13.75,31.10004,RGBA(0.000, 1.000, 0.000, 1.000),(0.6, 0.7, 0.0, 0.4)
3,12,1.545,1.545,19.8,RGBA(0.000, 0.000, 1.000, 1.000),(0.6, 0.2, 0.6, 0.5)
3,15,19.25,2.75,29.10003,RGBA(1.000, 0.922, 0.016, 1.000),(0.1, 0.6, 0.4, 0.7)
3,17,4.635,4.635,18.8,RGBA(1.000, 0.922, 0.016, 1.000),(0.3, 0.6, 0.7, 0.1)
3,23,19.25,13.75,25.70002,RGBA(0.000, 1.000, 0.000, 1.000),(0.3, 0.8, 0.1, 0.5)
3,30,-7.725,-4.635,17.79999,RGBA(1.000, 0.922, 0.016, 1.000),(0.4, 0.5, 0.7, 0.3)
3,31,-19.25,-8.25,28.00003,RGBA(1.000, 0.922, 0.016, 1.000),(0.3, 0.2, 0.9, 0.3)
3,33,-4.635,-7.725,17.79999,RGBA(1.000, 0.922, 0.016, 1.000),(0.7, 0.3, 0.3, 0.6)
3,35,-19.25,-13.75,25.70002,RGBA(1.000, 0.000, 0.000, 1.000),(0.8, 0.2, 0.3, 0.5)
3,37,4.635,-1.545,19.3,RGBA(1.000, 0.922, 0.016, 1.000),(0.4, 0.4, 0.8, 0.1)
3,40,2.75,-8.25,33.90002,RGBA(1.000, 0.000, 0.000, 1.000),(0.3, 0.0, 0.6, 0.7)
3,44,1.545,-7.725,18.29999,RGBA(0.000, 1.000, 0.000, 1.000),(0.1, 0.5, 0.2, 0.8)
3,47,19.25,-13.75,25.70002,RGBA(1.000, 0.922, 0.016, 1.000),(0.5, 0.5, 0.6, 0.4)

