Age, Gender, Awareness Type, Session, Block, Trial, Set, Pattern, Quadrant, Response Time, Num Mistakes, Distance From Target, Camera Distance From Target, Angle Error (Degrees), FC Response
21,F,1,1,1,1,2,2,2,1220,0,0.4537892,10.42505,2.429305,-1
21,F,1,1,1,2,4,4,4,9999,3,-1,-1,-1,-1
21,F,1,1,1,3,1,2,2,2065,0,1.383543E-07,6.458461,0,-1
21,F,1,1,1,4,1,1,1,2409,0,0.002893697,6.164815,0.02797646,-1
21,F,1,1,1,5,1,4,4,3420,0,2.198589E-07,6.367247,0,-1
21,F,1,1,1,6,3,1,1,1664,0,0.4449659,6.181064,3.937361,-1
21,F,1,1,1,7,4,2,2,3253,0,0.315394,10.41622,1.703873,-1
21,F,1,1,1,8,4,1,1,4042,0,0.0659085,10.16143,0.3642322,-1
21,F,1,1,1,9,4,3,3,2142,0,0.687829,10.1941,3.795553,-1
21,F,1,1,1,10,3,2,2,1664,0,0.304847,6.470422,2.55872,-1
21,F,1,1,1,11,1,3,3,3331,0,0.1720627,6.204896,1.519297,-1
21,F,1,1,1,12,2,1,1,1698,0,0.354486,10.12845,1.961742,-1
21,F,1,1,1,13,2,4,4,1331,0,0.4223059,10.38053,2.282762,-1
21,F,1,1,1,14,3,3,3,3553,0,0.3999575,6.206005,3.526533,-1
21,F,1,1,1,15,3,4,4,2109,0,0.4660898,6.379457,3.995373,-1
21,F,1,1,1,16,2,3,3,2753,1,0.2925132,10.17964,1.604619,-1
21,F,1,1,2,1,4,8,4,998,0,0.2047458,10.33683,1.102162,-1
21,F,1,1,2,2,4,7,3,1687,0,0.2733845,10.18977,1.510643,-1
21,F,1,1,2,3,1,5,1,3653,0,0.2547087,6.183352,2.250032,-1
21,F,1,1,2,4,1,8,4,4142,0,0.09452275,6.366987,0.8093922,-1
21,F,1,1,2,5,2,6,2,1076,0,0.5373117,10.41498,2.859923,-1
21,F,1,1,2,6,2,8,4,1087,0,0.7474928,10.37247,3.978034,-1
21,F,1,1,2,7,4,5,1,2287,1,0.1281877,10.16894,0.707759,-1
21,F,1,1,2,8,1,6,2,4109,2,0.1460537,6.467033,1.243325,-1
21,F,1,1,2,9,3,7,3,5186,3,0.4895392,6.213295,4.339237,-1
21,F,1,1,2,10,3,8,4,4320,0,2.281552E-07,6.393545,0,-1
21,F,1,1,2,11,4,6,2,1053,0,0.4428215,10.4277,2.361237,-1
21,F,1,1,2,12,2,7,3,3876,1,0.5403466,10.1684,3.00661,-1
21,F,1,1,2,13,3,6,2,1953,0,0.4360772,6.445658,3.68504,-1
21,F,1,1,2,14,3,5,1,1698,0,0.2100915,6.156374,1.847585,-1
21,F,1,1,2,15,1,7,3,3976,0,0.4286159,6.220051,3.777557,-1
21,F,1,1,2,16,2,5,1,2787,2,0.8389539,10.12184,4.629313,-1
21,F,1,1,3,1,3,11,3,2398,0,0.1514076,6.199566,1.324117,-1
21,F,1,1,3,2,1,9,1,1209,0,0.4528456,6.168678,4.013858,-1
21,F,1,1,3,3,4,12,4,1220,0,0.1125993,10.36202,0.6049027,-1
21,F,1,1,3,4,4,11,3,1476,0,0.3249957,10.17086,1.784325,-1
21,F,1,1,3,5,2,10,2,775,0,0.2323863,10.40817,1.24364,-1
21,F,1,1,3,6,1,12,4,2120,0,0.4818861,6.373643,4.147796,-1
21,F,1,1,3,7,1,10,2,1653,1,0.1692699,6.448589,1.439127,-1
21,F,1,1,3,8,2,9,1,2865,1,0.06817873,10.12489,0.3763854,-1
21,F,1,1,3,9,2,12,4,1287,0,0.7324566,10.37502,3.928548,-1
21,F,1,1,3,10,4,10,2,698,0,0.4349853,10.42706,2.320097,-1
21,F,1,1,3,11,3,12,4,2576,0,7.015495E-08,6.385235,0,-1
21,F,1,1,3,12,2,11,3,2631,0,0.1216262,10.16817,0.6714388,-1
21,F,1,1,3,13,4,9,1,2687,0,0.2796646,10.15022,1.541039,-1
21,F,1,1,3,14,1,11,3,3764,2,0.1542083,6.216616,1.364727,-1
21,F,1,1,3,15,3,9,1,3787,1,0.1468017,6.150758,1.294827,-1
21,F,1,1,3,16,3,10,2,2498,1,0.3930549,6.445543,3.345037,-1
21,F,1,1,4,1,1,13,1,2887,0,0.3329377,6.16592,2.941978,-1
21,F,1,1,4,2,4,16,4,1420,0,0.6069068,10.35646,3.24932,-1
