Age, Gender, Awareness Type, Session, Block, Trial, Set, Pattern, Quadrant, Response Time, Num Mistakes, Distance From Target, Camera Distance From Target, Angle Error (Degrees), FC Response
24,F,1,1,1,1,4,2,2,7087,1,0.214871,10.36179,1.156737,-1
24,F,1,1,1,2,2,1,1,1998,0,0.2914493,10.08285,1.608881,-1
24,F,1,1,1,3,2,4,4,6387,0,0.01894517,10.3128,0.1027921,-1
24,F,1,1,1,4,2,2,2,1609,0,0.7938594,10.38129,4.264251,-1
24,F,1,1,1,5,2,3,3,7553,0,0.5205083,10.12654,2.837591,-1
24,F,1,1,1,6,1,1,1,3864,0,0.1215839,6.250075,1.065694,-1
24,F,1,1,1,7,3,2,2,3898,0,0.4419478,6.379242,3.815005,-1
24,F,1,1,1,8,3,3,3,9999,3,-1,-1,-1,-1
24,F,1,1,1,9,4,4,4,9999,0,-1,-1,-1,-1
24,F,1,1,1,10,4,1,1,3731,2,0.6186268,10.075,3.402603,-1
24,F,1,1,1,11,4,3,3,8776,1,0.4280664,10.15114,2.327929,-1
24,F,1,1,1,12,1,4,4,9999,8,-1,-1,-1,-1
24,F,1,1,1,13,1,2,2,3953,1,0.3376841,6.355665,2.890221,-1
24,F,1,1,1,14,3,1,1,2542,0,0.1287791,6.210283,1.125701,-1
24,F,1,1,1,15,3,4,4,9999,7,-1,-1,-1,-1
24,F,1,1,1,16,1,3,3,9999,7,-1,-1,-1,-1
24,F,1,1,2,1,2,8,4,4275,1,0.08223806,10.3206,0.4436728,-1
24,F,1,1,2,2,4,5,1,3020,1,0.7617024,10.07672,4.289665,-1
24,F,1,1,2,3,4,8,4,9999,5,-1,-1,-1,-1
24,F,1,1,2,4,1,5,1,2131,0,0.05540641,6.26491,0.4853748,-1
24,F,1,1,2,5,2,7,3,8475,2,0.3470899,10.14154,1.887719,-1
24,F,1,1,2,6,3,6,2,4264,2,0.5272924,6.471127,4.400507,-1
24,F,1,1,2,7,1,7,3,9999,8,-1,-1,-1,-1
24,F,1,1,2,8,1,6,2,3576,1,0.3742,6.442253,3.191385,-1
24,F,1,1,2,9,2,5,1,2253,0,0.8189585,10.17557,4.463395,-1
24,F,1,1,2,10,4,7,3,4264,2,0.7044092,10.40001,3.786876,-1
24,F,1,1,2,11,3,8,4,4576,1,0.2775557,6.839793,2.248902,-1
24,F,1,1,2,12,3,7,3,5742,2,0.4614453,6.656884,3.850716,-1
24,F,1,1,2,13,4,6,2,5120,1,0.5879781,10.48154,3.122927,-1
24,F,1,1,2,14,3,5,1,2709,1,0.5355131,6.401963,4.597766,-1
24,F,1,1,2,15,1,8,4,3798,1,0.4464674,6.863077,3.547789,-1
24,F,1,1,2,16,2,6,2,6842,2,0.05532149,10.48946,0.2947506,-1
24,F,1,1,3,1,1,12,4,2720,0,0.565497,6.603458,4.687593,-1
24,F,1,1,3,2,2,11,3,2165,0,0.004984513,10.26221,0.01978234,-1
24,F,1,1,3,3,4,10,2,2409,2,0.7051861,10.58835,3.698617,-1
24,F,1,1,3,4,3,12,4,2998,1,0.4092852,6.841917,3.318063,-1
24,F,1,1,3,5,3,10,2,5264,5,0.08168085,6.641037,0.6726035,-1
24,F,1,1,3,6,1,11,3,3298,1,0.1272303,6.59346,1.067529,-1
24,F,1,1,3,7,4,12,4,7909,3,0.6353001,10.61089,3.325784,-1
24,F,1,1,3,8,2,9,1,1109,0,0.4843415,10.24253,2.623012,-1
24,F,1,1,3,9,2,12,4,3409,0,0.02016992,10.43576,0.1083524,-1
24,F,1,1,3,10,3,9,1,2365,1,0.2489873,6.508995,2.110627,-1
24,F,1,1,3,11,2,10,2,4553,3,0.8246979,10.61585,4.331105,-1
24,F,1,1,3,12,4,11,3,2420,1,0.833667,10.4083,4.424742,-1
24,F,1,1,3,13,4,9,1,1809,0,0.7568365,10.27192,4.174998,-1
24,F,1,1,3,14,1,10,2,3131,1,0.4259953,6.647391,3.527255,-1
24,F,1,1,3,15,3,11,3,7275,5,0.3775114,6.634979,3.149643,-1
24,F,1,1,3,16,1,9,1,2520,1,0.4765707,6.387695,4.099067,-1
24,F,1,1,4,1,1,16,4,5220,2,0.3670324,6.872889,2.911478,-1
24,F,1,1,4,2,3,15,3,9999,9,-1,-1,-1,-1
24,F,1,1,4,3,2,16,4,4209,0,0.8786159,10.45783,4.696444,-1
24,F,1,1,4,4,2,15,3,5564,2,0.7007005,10.40474,3.798493,-1
24,F,1,1,4,5,4,16,4,3842,2,0.297247,10.62023,1.554441,-1
24,F,1,1,4,6,3,14,2,4353,1,5.701998E-08,6.697494,0.01978234,-1
24,F,1,1,4,7,1,13,1,6220,3,0.5051066,6.546663,4.241224,-1
24,F,1,1,4,8,4,14,2,3287,2,0.448835,10.57199,2.363971,-1
24,F,1,1,4,9,2,13,1,2542,0,0.09935504,10.19579,0.5457222,-1
24,F,1,1,4,10,1,14,2,3031,2,0.4664225,6.475108,3.891789,-1
24,F,1,1,4,11,1,15,3,7764,9,0.3172489,6.593801,2.670418,-1
24,F,1,1,4,12,3,13,1,1442,0,0.1386776,6.2795,1.20788,-1
24,F,1,1,4,13,3,16,4,4176,2,0.4085588,6.608727,3.398112,-1
24,F,1,1,4,14,4,13,1,5776,0,0.8273368,10.17613,4.59039,-1
24,F,1,1,4,15,2,14,2,3620,2,0.02209932,10.46496,0.1186941,-1
24,F,1,1,4,16,4,15,3,2187,0,0.2310132,10.29152,1.248508,-1
24,F,1,1,5,1,3,20,4,5775,2,0.1226185,6.586405,1.015293,-1
24,F,1,1,5,2,4,19,3,2909,0,0.2970018,10.24966,1.614952,-1
24,F,1,1,5,3,2,17,1,4720,5,0.4955451,10.14003,2.759105,-1
