Age, Gender, Session, Block, Trial, Set, Pattern, Quadrant, Response Time, Num Mistakes, Distance From Target
17,F,1,1,1,4,1,1,4254,1,0.5300148
17,F,1,1,2,2,4,4,1576,0,0.8237528
17,F,1,1,3,2,2,2,7276,2,0.2720644
17,F,1,1,4,3,4,4,4754,1,0.4991065
17,F,1,1,5,1,3,3,4854,0,0.1898145
17,F,1,1,6,3,2,2,4220,0,0.7417682
17,F,1,1,7,2,1,1,2976,0,0.1605594
17,F,1,1,8,4,4,4,9220,0,0.3400993
17,F,1,1,9,3,3,3,6009,0,0.1437504
17,F,1,1,10,1,2,2,4054,0,0.9157672
17,F,1,1,11,2,3,3,3565,0,0.4467588
17,F,1,1,12,4,2,2,2054,0,0.90996
17,F,1,1,13,3,1,1,11854,0,0.7309049
17,F,1,1,14,1,4,4,2532,1,0.2037294
17,F,1,1,15,1,1,1,4632,0,0.2379554
17,F,1,1,16,4,3,3,14165,2,0.894798
17,F,1,2,1,3,5,1,1832,0,0.5415382
17,F,1,2,2,2,8,4,1343,0,0.3880579
17,F,1,2,3,1,6,2,3787,0,0.852587
17,F,1,2,4,1,7,3,4520,0,0.1294212
17,F,1,2,5,2,6,2,3943,0,0.2974329
17,F,1,2,6,4,5,1,1976,0,0.6245362
17,F,1,2,7,3,8,4,5821,0,0.702822
17,F,1,2,8,2,7,3,1509,0,0.4515913
17,F,1,2,9,3,6,2,2887,0,0.6413967
17,F,1,2,10,4,7,3,1454,0,0.525768
17,F,1,2,11,4,6,2,2898,0,0.277402
17,F,1,2,12,1,5,1,2798,0,0.7357533
17,F,1,2,13,4,8,4,1454,0,0.7132763
17,F,1,2,14,3,7,3,4921,0,0.8299478
17,F,1,2,15,2,5,1,2009,0,0.1373564
17,F,1,2,16,1,8,4,2654,1,0.6275113
17,F,1,3,1,4,9,1,2309,0,0.8878647
17,F,1,3,2,3,12,4,8398,0,0.3745886
17,F,1,3,3,4,11,3,11076,0,0.5125465
17,F,1,3,4,2,12,4,1865,0,0.5701756
17,F,1,3,5,1,10,2,2976,0,0.3890755
17,F,1,3,6,1,11,3,3909,0,0.3959821
17,F,1,3,7,1,12,4,4809,1,0.1760401
17,F,1,3,8,2,9,1,1909,0,0.294808
17,F,1,3,9,4,12,4,1687,0,0.3902724
17,F,1,3,10,4,10,2,3043,0,0.4623315
