1,0,2,11,5.33321,0,0.6953868

1,1,0,9,6.346454,2,0.575137

1,2,0,5,2.546461,1,0.5604485

1,3,3,5,3.839945,3,0.6677987

1,4,0,12,3.719979,2,0.6599748

1,5,1,3,5.239845,1,0.6168399

1,6,4,9,5.426476,2,0.5602946

1,7,0,3,3.519727,1,0.421578

2,0,1,3,2.480106,0,0.3973653

2,1,4,9,4.986421,2,0.5611661

2,2,2,11,3.519918,0,0.7363914

2,3,0,11,3.719936,0,0.7696967

2,4,0,8,4.906556,0,0.7016822

2,5,3,5,6.786371,0,0.6437564

2,6,0,2,5.639854,1,0.732926

2,7,0,6,4.266455,1,0.6851159

3,0,0,8,4.879872,0,0.6545857

3,1,1,3,2.173198,0,0.5916487

3,2,4,9,5.439855,5,0.4486287

3,3,2,11,2.38663,0,0.7408267

3,4,3,5,1.826636,0,0.5746071

3,5,0,5,2.239806,1,0.7173106

3,6,0,3,2.439968,1,0.6095554

3,7,0,11,3.626624,0,0.5491072

4,0,0,5,2.320044,3,0.610175

4,1,0,9,2.639964,0,0.753513

4,2,2,11,2.279728,0,0.6684457

4,3,3,5,2.066402,0,0.5881057

4,4,4,9,3.679904,0,0.3943738

4,5,0,11,2.48016,0,0.6948026

4,6,1,3,2.333481,1,0.5867959

4,7,0,3,5.093191,1,0.7512037

5,0,0,2,4.359735,1,0.5918868

5,1,4,9,2.680105,0,0.5517558

5,2,0,11,5.173136,0,0.7629488

5,3,1,3,2.160158,2,0.5990153

5,4,3,5,4.413213,0,0.5601218

5,5,2,11,4.173077,0,0.6792887

5,6,0,8,2.573191,0,0.6221536

5,7,0,5,3.66661,1,0.7100138

6,0,4,9,4.026602,0,0.5622059

6,1,0,8,1.506672,0,0.4045101

6,2,3,5,2.919776,0,0.4599991

6,3,2,11,7.813373,0,0.5113283

6,4,0,5,2.866659,0,0.5883021

6,5,0,2,2.773248,0,0.7709854

6,6,0,12,4.746687,0,0.6304562

6,7,1,3,2.479785,0,0.6392366

7,0,4,9,2.973151,0,0.579707

7,1,0,11,1.52009,0,0.4979703

7,2,0,2,3.320057,0,0.4084416

7,3,0,5,1.453382,0,0.3893695

7,4,3,5,0.9999953,0,0.7132291

7,5,2,11,3.4532,0,0.6062313

7,6,0,8,3.10673,0,0.5727103

7,7,1,3,2.226677,1,0.6122017

8,0,0,3,6.612885,0,0.694009

8,1,1,3,3.000081,1,0.6183529

8,2,2,11,1.973282,0,0.5976584

8,3,0,11,0.6932315,0,0.5874209

8,4,0,8,4.159702,0,0.5819047

