exp,subj,age,gender,block,awareness_type,session,trial,set,pattern,quadrant,RT,num_additional_Rs,dist_to_T,camera_distance_from_target,angle_error_degrees,fc_response
3,19,20,F,16,1,1,4,4,64,4,2187,0,0.4564891,12.30493,2.103103,-1
3,19,20,F,16,1,1,5,6,61,1,1132,0,0.2392882,12.29772,1.088764,-1
3,19,20,F,16,1,1,6,6,64,4,1699,0,1.042829,12.30349,4.834564,-1
3,19,20,F,16,1,1,7,6,62,2,965,0,0.01584351,12.41206,0.07132626,-1
3,19,20,F,16,1,1,8,4,61,1,2799,3,0.7229109,12.21912,3.321366,-1
3,19,20,F,16,1,1,9,3,62,2,1976,0,0.1502424,6.359799,1.283899,-1
3,19,20,F,16,1,1,10,3,64,4,1332,0,0.2894956,6.356285,2.472272,-1
3,19,20,F,16,1,1,11,6,63,3,2421,0,0.9973314,12.25793,4.599257,-1
3,19,20,F,16,1,1,12,3,61,1,1754,0,0.06007036,6.325381,0.518133,-1
3,19,20,F,16,1,1,13,4,62,2,920,0,0.7215528,12.35333,3.294674,-1
3,19,20,F,16,1,1,14,4,63,3,1588,0,0.3767028,12.24748,1.711208,-1
3,19,20,F,16,1,1,15,5,64,4,2687,0,0.1053196,6.381696,0.9136455,-1
3,19,20,F,16,1,1,16,5,63,3,4587,2,0.0321428,6.231125,0.2825486,-1
3,19,20,F,17,1,1,1,4,68,4,2810,0,0.3416453,12.31475,1.570847,-1
3,19,20,F,17,1,1,2,5,65,1,2732,2,0.3895385,6.306079,3.339237,-1
3,19,20,F,17,1,1,3,6,67,3,2054,0,0.6935005,12.25287,3.156969,-1
3,19,20,F,17,1,1,4,3,68,4,4254,0,0.2176588,6.36392,1.863301,-1
3,19,20,F,17,1,1,5,5,67,3,5976,1,0.3235902,6.291437,2.802607,-1
3,19,20,F,17,1,1,6,4,66,2,1109,0,0.01471783,12.35834,0.0656106,-1
3,19,20,F,17,1,1,7,3,65,1,1787,0,0.2648849,6.32134,2.272106,-1
3,19,20,F,17,1,1,8,5,68,4,3254,0,0.5061823,6.351856,4.2936820000000004,-1
3,19,20,F,17,1,1,9,5,66,2,1376,0,0.3604648,6.372685,3.055693,-1
3,19,20,F,17,1,1,10,4,65,1,1221,0,0.3304095,12.28295,1.515816,-1
3,19,20,F,17,1,1,11,4,67,3,2321,0,0.02688525,12.25736,0.1219466,-1
3,19,20,F,17,1,1,12,6,65,1,1732,0,0.05444076,12.33859,0.2486604,-1
3,19,20,F,17,1,1,13,3,66,2,1221,0,0.4666174,6.366345,3.933779,-1
3,19,20,F,17,1,1,14,6,68,4,2998,0,1.083854e-7,12.30678,0.01978234,-1
3,19,20,F,17,1,1,15,3,67,3,5110,2,2.299854e-7,6.260344,0,-1
3,19,20,F,17,1,1,16,6,66,2,1043,0,0.02108138,12.43096,0.09487279,-1
3,19,20,F,18,1,1,1,4,69,1,1199,0,0.3891486,12.28022,1.767243,-1
3,19,20,F,18,1,1,2,4,72,4,1843,0,0.6055083,12.31036,2.78474,-1
3,19,20,F,18,1,1,3,6,70,2,1110,0,0.1702584,12.42294,0.7748073,-1
3,19,20,F,18,1,1,4,5,69,1,2188,1,0.2536673,6.318056,2.169793,-1
3,19,20,F,18,1,1,5,5,71,3,4732,0,0.4637658,6.263966,4.061486,-1
3,19,20,F,18,1,1,6,5,72,4,1487,0,0.5280904,6.346868,4.54838,-1
3,19,20,F,18,1,1,7,3,70,2,1465,0,0.4723195,6.349945,4.008096,-1
3,19,20,F,18,1,1,8,3,72,4,4121,0,0.281618,6.371481,2.475121,-1
3,19,20,F,18,1,1,9,6,71,3,7965,0,0.4306634,12.2999,1.967022,-1
3,19,20,F,18,1,1,10,6,69,1,1143,0,0.6349972,12.29118,2.888934,-1
3,19,20,F,18,1,1,11,4,71,3,1299,0,0.2975659,12.25048,1.372448,-1
3,19,20,F,18,1,1,12,4,70,2,821,0,0.6052116,12.36347,2.784037,-1
3,19,20,F,18,1,1,13,3,71,3,2888,0,0.5064478,6.277294,4.416723,-1
3,19,20,F,18,1,1,14,5,70,2,1765,0,0.388254,6.354596,3.290036,-1
3,19,20,F,18,1,1,15,6,72,4,2976,0,0.2065565,12.2982,0.9487386,-1
3,19,20,F,18,1,1,16,3,69,1,1476,0,0.2007145,6.325597,1.721242,-1
3,19,20,F,1,1,1,1,9,4,4,18287,0,-1,-1,-1,0
3,19,20,F,1,1,1,2,9,2,2,2887,0,-1,-1,-1,1
3,19,20,F,1,1,1,3,9,1,1,2554,0,-1,-1,-1,0
3,19,20,F,1,1,1,4,7,2,2,4365,0,-1,-1,-1,1
3,19,20,F,1,1,1,5,8,4,4,4087,0,-1,-1,-1,1
3,19,20,F,1,1,1,6,10,3,3,6098,0,-1,-1,-1,0
3,19,20,F,1,1,1,7,10,2,2,2088,0,-1,-1,-1,1
3,19,20,F,1,1,1,8,10,4,4,3743,0,-1,-1,-1,1
3,19,20,F,1,1,1,9,8,2,2,3066,0,-1,-1,-1,0
3,19,20,F,1,1,1,10,8,1,1,3665,0,-1,-1,-1,1
3,19,20,F,1,1,1,11,9,3,3,5921,0,-1,-1,-1,1
3,19,20,F,1,1,1,12,10,1,1,4276,0,-1,-1,-1,1
3,19,20,F,1,1,1,13,7,3,3,2554,0,-1,-1,-1,0
3,19,20,F,1,1,1,14,7,1,1,2676,0,-1,-1,-1,0
3,19,20,F,1,1,1,15,7,4,4,6588,0,-1,-1,-1,1
3,19,20,F,1,1,1,16,8,3,3,4487,0,-1,-1,-1,0
3,19,20,F,2,1,1,1,8,3,3,4432,0,-1,-1,-1,0
3,19,20,F,2,1,1,2,7,2,2,3699,0,-1,-1,-1,0
3,19,20,F,2,1,1,3,10,4,4,9842,0,-1,-1,-1,1
3,19,20,F,2,1,1,4,9,2,2,3477,0,-1,-1,-1,1
3,19,20,F,2,1,1,5,9,3,3,4365,0,-1,-1,-1,0
3,19,20,F,2,1,1,6,10,1,1,2743,0,-1,-1,-1,1
3,19,20,F,2,1,1,7,10,3,3,1877,0,-1,-1,-1,0
3,19,20,F,2,1,1,8,8,4,4,3699,0,-1,-1,-1,1
3,19,20,F,2,1,1,9,8,2,2,3521,0,-1,-1,-1,0
3,19,20,F,2,1,1,10,9,4,4,3199,0,-1,-1,-1,1
3,19,20,F,2,1,1,11,7,3,3,4443,0,-1,-1,-1,0
3,19,20,F,2,1,1,12,9,1,1,4843,0,-1,-1,-1,0
3,19,20,F,2,1,1,13,10,2,2,1721,0,-1,-1,-1,1
3,19,20,F,2,1,1,14,7,1,1,2587,0,-1,-1,-1,0
3,19,20,F,2,1,1,15,7,4,4,3477,0,-1,-1,-1,1
3,19,20,F,2,1,1,16,8,1,1,1954,0,-1,-1,-1,0
3,2,22,F,1,1,1,1,5,2,2,1932,0,0.4275955,6.562814,3.527866,-1
3,2,22,F,1,1,1,2,2,4,4,3887,0,0.6869596,12.6336,3.058127,-1
3,2,22,F,1,1,1,3,1,2,2,3199,1,0.3798375,6.610643,3.160378,-1
3,2,22,F,1,1,1,4,1,4,4,3643,0,0.3948575,6.591105,3.2897980000000002,-1
3,2,22,F,1,1,1,5,2,1,1,9999,4,-1,-1,-1,-1
3,2,22,F,1,1,1,6,1,3,3,9999,2,-1,-1,-1,-1
3,2,22,F,1,1,1,7,1,1,1,2276,0,0.3935391,6.586527,3.318476,-1
3,2,22,F,1,1,1,8,5,3,3,1821,0,0.1459826,6.583767,1.230988,-1
3,2,22,F,1,1,1,9,2,2,2,9999,5,-1,-1,-1,-1
3,2,22,F,1,1,1,10,5,1,1,9999,3,-1,-1,-1,-1
3,2,22,F,1,1,1,11,6,4,4,6120,1,1.068612,12.60223,4.799181,-1
3,2,22,F,1,1,1,12,2,3,3,5698,4,0.9156132,12.53404,4.145765,-1
3,2,22,F,1,1,1,13,6,2,2,8665,11,0.9869807,12.55313,4.407489,-1
3,2,22,F,1,1,1,14,6,1,1,9576,11,0.869059,12.48573,3.858539,-1
3,2,22,F,1,1,1,15,5,4,4,2654,0,0.4295079,6.576456,3.594775,-1
3,2,22,F,1,1,1,16,6,3,3,9999,8,-1,-1,-1,-1
3,2,22,F,2,1,1,1,6,8,4,5676,0,1.0172,12.66065,4.540405,-1
3,2,22,F,2,1,1,2,5,6,2,2232,0,0.4255933,6.569387,3.507941,-1
3,2,22,F,2,1,1,3,1,7,3,4676,0,0.2019681,6.589239,1.692695,-1
3,2,22,F,2,1,1,4,1,6,2,2910,2,0.4969078,6.621405,4.127538,-1
3,2,22,F,2,1,1,5,5,8,4,3410,1,0.3692737,6.594769,3.04015,-1
3,2,22,F,2,1,1,6,1,5,1,2132,0,0.3366072,6.568793,2.892591,-1
3,2,22,F,2,1,1,7,6,6,2,2765,0,1.026534,12.53803,4.54782,-1
3,2,22,F,2,1,1,8,6,7,3,9999,10,-1,-1,-1,-1
3,2,22,F,2,1,1,9,2,6,2,2599,1,0.6946564,12.57342,3.09402,-1
3,2,22,F,2,1,1,10,6,5,1,9999,0,-1,-1,-1,-1
3,2,22,F,2,1,1,11,2,8,4,2665,0,0.8117077,12.63552,3.644004,-1
3,2,22,F,2,1,1,12,2,5,1,4854,3,0.8325873,12.50884,3.747059,-1
3,2,22,F,2,1,1,13,2,7,3,2888,0,0.6485824,12.56536,2.928038,-1
3,2,22,F,2,1,1,14,5,5,1,1576,0,0.3556324,6.566036,3.06318,-1
3,2,22,F,2,1,1,15,5,7,3,1676,0,0.06739924,6.607313,0.5605795,-1
3,2,22,F,2,1,1,16,1,8,4,1943,0,0.3686652,6.589017,3.0368,-1
3,2,22,F,3,1,1,1,6,11,3,1909,0,0.5369178,12.52313,2.432928,-1
3,2,22,F,3,1,1,2,1,9,1,1376,0,0.1341204,6.580522,1.126917,-1
3,2,22,F,3,1,1,3,1,12,4,2977,1,0.5081725,6.594678,4.226283,-1
3,2,22,F,3,1,1,4,2,9,1,9999,9,-1,-1,-1,-1
3,2,22,F,3,1,1,5,2,10,2,2932,2,1.039631,12.58228,4.64123,-1
3,2,22,F,3,1,1,6,1,11,3,3087,0,0.03476756,6.567451,0.289391,-1
3,2,22,F,3,1,1,7,5,10,2,3099,1,0.4677596,6.539712,3.880805,-1
3,2,22,F,3,1,1,8,6,12,4,1710,0,0.4317044,12.60789,1.928844,-1
3,2,22,F,3,1,1,9,6,9,1,6498,5,1.054497,12.55631,4.70582,-1
3,2,22,F,3,1,1,10,5,11,3,1565,0,1.805186e-7,6.575224,0,-1
3,2,22,F,3,1,1,11,2,12,4,1676,0,0.7808657,12.63387,3.46402,-1
3,2,22,F,3,1,1,12,6,10,2,3788,2,0.5695209,12.57381,2.534972,-1
3,2,22,F,3,1,1,13,5,12,4,4610,1,0.5502097,6.575159,4.651937,-1
3,2,22,F,3,1,1,14,2,11,3,6809,5,0.7499684,12.53838,3.393499,-1
3,2,22,F,3,1,1,15,1,10,2,4010,1,0.4028626,6.607362,3.352286,-1
3,2,22,F,3,1,1,16,5,9,1,1754,0,0.4388171,6.523366,3.704066,-1
3,2,22,F,4,1,1,1,6,16,4,1476,0,0.8840114,12.60981,3.927651,-1
3,2,22,F,4,1,1,2,6,14,2,3388,1,0.8449987,12.57443,3.764212,-1
3,2,22,F,4,1,1,3,5,13,1,3487,0,0.01864146,6.558531,0.1570175,-1
3,2,22,F,4,1,1,4,2,15,3,3665,2,0.9294628,12.54005,4.206495,-1
3,2,22,F,4,1,1,5,2,13,1,4910,3,0.6249479,12.49646,2.786567,-1
3,2,22,F,4,1,1,6,1,16,4,2743,1,0.3674134,6.585903,3.027826,-1
3,2,22,F,4,1,1,7,1,14,2,4332,2,0.4800438,6.605816,3.996305,-1
3,2,22,F,4,1,1,8,1,15,3,1910,0,1.48905e-7,6.595002,0,-1
3,2,22,F,4,1,1,9,2,14,2,2221,0,0.5774876,12.57453,2.57154,-1
3,2,22,F,4,1,1,10,5,16,4,1932,0,0.1029262,6.589898,0.8527163,-1
3,2,22,F,4,1,1,11,6,15,3,2498,0,0.5485845,12.55335,2.478598,-1
3,2,22,F,4,1,1,12,1,13,1,1643,0,0.004459012,6.577044,0.03956468,-1
3,2,22,F,4,1,1,13,2,16,4,3309,0,0.6396534,12.6269,2.856293,-1
3,2,22,F,4,1,1,14,5,14,2,3388,1,0.5237323,6.552368,4.32726,-1
3,2,22,F,4,1,1,15,5,15,3,5176,0,0.5276294,6.568692,4.341268,-1
3,2,22,F,4,1,1,16,6,13,1,8754,1,0.8113059,12.55308,3.612813,-1
3,2,22,F,5,1,1,1,1,19,3,2876,0,0.1518325,6.579634,1.279013,-1
3,2,22,F,5,1,1,2,2,18,2,2321,1,0.5225389,12.56928,2.332381,-1
3,2,22,F,5,1,1,3,5,20,4,2454,1,0.1055723,6.57647,0.8784871,-1
3,2,22,F,5,1,1,4,5,18,2,2154,1,0.3675939,6.546999,3.052937,-1
3,2,22,F,5,1,1,5,1,20,4,2321,0,0.3421693,6.588061,2.820847,-1
3,2,22,F,5,1,1,6,1,18,2,1454,0,0.4945357,6.618058,4.109898,-1
3,2,22,F,5,1,1,7,1,17,1,2876,0,0.0539398,6.571126,0.454995,-1
3,2,22,F,5,1,1,8,6,19,3,6687,6,0.5612144,12.4866,2.551903,-1
3,2,22,F,5,1,1,9,6,17,1,9999,0,-1,-1,-1,-1
3,2,22,F,5,1,1,10,5,19,3,2454,0,2.560008e-7,6.561644,0,-1
3,2,22,F,5,1,1,11,6,18,2,1732,0,0.8450746,12.57083,3.765668,-1
3,2,22,F,5,1,1,12,2,19,3,4265,0,0.9050367,12.54961,4.092755,-1
3,2,22,F,5,1,1,13,6,20,4,2021,0,0.574554,12.59561,2.57405,-1
3,2,22,F,5,1,1,14,5,17,1,1299,0,0.335937,6.509571,2.836073,-1
3,2,22,F,5,1,1,15,2,20,4,2887,0,0.01492471,12.61818,0.0656106,-1
3,2,22,F,5,1,1,16,2,17,1,5487,4,1.057011,12.49238,4.69782,-1
3,2,22,F,6,1,1,1,6,24,4,1943,0,0.1886972,12.64316,0.8397673,-1
3,2,22,F,6,1,1,2,1,23,3,3032,0,0.4045836,6.578932,3.34802,-1
3,2,22,F,6,1,1,3,6,22,2,1865,0,1.048397,12.58628,4.657955,-1
3,2,22,F,6,1,1,4,6,21,1,9776,11,0.7059738,12.50382,3.134191,-1
3,2,22,F,6,1,1,5,1,22,2,2198,0,0.5323479,6.60477,4.433322,-1
3,2,22,F,6,1,1,6,2,24,4,3554,0,0.2291713,12.61609,1.017987,-1
3,2,22,F,6,1,1,7,1,21,1,2743,0,0.0562366,6.572194,0.4743652,-1
3,2,22,F,6,1,1,8,5,24,4,3721,0,0.2332201,6.56412,1.931176,-1
3,2,22,F,6,1,1,9,5,23,3,2121,0,0.2255671,6.597159,1.881592,-1
3,2,22,F,6,1,1,10,2,22,2,3598,3,1.027023,12.5735,4.580308,-1
3,2,22,F,6,1,1,11,2,21,1,1465,0,0.9147142,12.50581,4.054537,-1
3,2,22,F,6,1,1,12,2,23,3,2221,0,1.032643,12.54207,4.677972,-1
3,2,22,F,6,1,1,13,1,24,4,2288,0,0.02931593,6.5824,0.2446942,-1
3,2,22,F,6,1,1,14,6,23,3,1321,0,0.08250289,12.54868,0.3711503,-1
3,2,22,F,6,1,1,15,5,21,1,1565,0,0.5307908,6.515979,4.436943,-1
3,2,22,F,6,1,1,16,5,22,2,1432,0,0.4710293,6.587208,3.927801,-1
3,2,22,F,7,1,1,1,6,25,1,2054,1,1.069019,12.5014,4.749905,-1
3,2,22,F,7,1,1,2,1,27,3,2499,1,0.09149342,6.572675,0.7625886,-1
3,2,22,F,7,1,1,3,6,28,4,3743,0,0.4715133,12.63126,2.093589,-1
3,2,22,F,7,1,1,4,2,26,2,4054,1,0.6702585,12.56012,3.003613,-1
3,2,22,F,7,1,1,5,2,27,3,1788,0,0.6789018,12.54314,3.077971,-1
3,2,22,F,7,1,1,6,5,25,1,4587,0,0.3110051,6.562013,2.630241,-1
3,2,22,F,7,1,1,7,1,26,2,3832,0,0.5483254,6.604014,4.567203,-1
3,2,22,F,7,1,1,8,2,25,1,2188,1,0.8586738,12.50226,3.84578,-1
3,2,22,F,7,1,1,9,5,26,2,2399,1,0.2905632,6.606697,2.438313,-1
3,2,22,F,7,1,1,10,5,28,4,1499,0,0.2094408,6.577709,1.760475,-1
3,2,22,F,7,1,1,11,6,27,3,6676,0,0.7792145,12.49466,3.539999,-1
3,2,22,F,7,1,1,12,2,28,4,3687,0,0.5477301,12.61045,2.452799,-1
3,2,22,F,7,1,1,13,6,26,2,5410,5,0.3836169,12.54286,1.718283,-1
3,2,22,F,7,1,1,14,1,28,4,3132,0,0.2140144,6.574451,1.772661,-1
3,2,22,F,7,1,1,15,5,27,3,3921,0,0.1678291,6.559553,1.410698,-1
3,2,22,F,7,1,1,16,1,25,1,1654,0,2.268582e-8,6.568715,0,-1
3,2,22,F,8,1,1,1,2,32,4,5165,2,0.5505879,12.61289,2.449045,-1
3,2,22,F,8,1,1,2,1,31,3,2688,0,0.101116,6.581497,0.8418618,-1
3,2,22,F,8,1,1,3,5,29,1,2109,0,0.001501424,6.500481,0.01978234,-1
3,2,22,F,8,1,1,4,6,30,2,2454,1,0.3604877,12.5386,1.603276,-1
3,2,22,F,8,1,1,5,5,32,4,2821,0,0.2181592,6.575289,1.805152,-1
3,2,22,F,8,1,1,6,1,30,2,5387,1,0.2366456,6.599483,1.982779,-1
3,2,22,F,8,1,1,7,6,31,3,1410,0,0.7515757,12.50181,3.414378,-1
3,2,22,F,8,1,1,8,6,32,4,2320,0,0.3534847,12.6199,1.573709,-1
3,2,22,F,8,1,1,9,2,31,3,9820,10,1.007679,12.5218,4.568061,-1
3,2,22,F,8,1,1,10,1,29,1,1799,0,1.733243e-7,6.558408,0,-1
3,2,22,F,8,1,1,11,2,30,2,2121,0,0.6634097,12.57175,2.981043,-1
3,2,22,F,8,1,1,12,1,32,4,2665,0,0.1506184,6.575338,1.249292,-1
3,2,22,F,8,1,1,13,2,29,1,3110,0,1.045752,12.51112,4.650421,-1
3,2,22,F,8,1,1,14,5,31,3,3343,0,4.887712e-8,6.552573,0.01978234,-1
3,2,22,F,8,1,1,15,6,29,1,1810,0,0.8943974,12.52852,3.988211,-1
3,2,22,F,8,1,1,16,5,30,2,2810,1,0.3669934,6.541262,3.05659,-1
3,2,22,F,9,1,1,1,1,35,3,2010,0,0.1567703,6.562248,1.324413,-1
3,2,22,F,9,1,1,2,2,36,4,1454,0,0.9938475,12.61082,4.392622,-1
3,2,22,F,9,1,1,3,1,33,1,3254,0,6.737964e-8,6.565723,0,-1
3,2,22,F,9,1,1,4,5,36,4,1565,0,0.4253228,6.55371,3.516025,-1
3,2,22,F,9,1,1,5,6,35,3,6331,6,0.3933435,12.53554,1.7668,-1
3,2,22,F,9,1,1,6,6,36,4,1855,0,0.2578224,12.63689,1.14995,-1
3,2,22,F,9,1,1,7,5,34,2,2032,0,0.2186055,6.544713,1.820482,-1
3,2,22,F,9,1,1,8,2,33,1,3310,1,0.2759831,12.49385,1.235431,-1
3,2,22,F,9,1,1,9,6,34,2,2998,0,0.8878552,12.56842,3.955918,-1
3,2,22,F,9,1,1,10,5,35,3,2832,0,0.1259255,6.5378,1.05053,-1
3,2,22,F,9,1,1,11,1,34,2,3443,1,0.2194638,6.601826,1.829597,-1
3,2,22,F,9,1,1,12,5,33,1,2998,0,0.3833617,6.495134,3.31824,-1
3,2,22,F,9,1,1,13,2,35,3,4098,2,0.9676216,12.52888,4.383561,-1
3,2,22,F,9,1,1,14,2,34,2,3388,0,0.7388963,12.55428,3.296219,-1
3,2,22,F,9,1,1,15,6,33,1,7598,0,0.9730456,12.4881,4.432836,-1
3,2,22,F,9,1,1,16,1,36,4,4065,1,0.5073233,6.568853,4.20426,-1
3,2,22,F,10,1,1,1,2,38,2,4132,1,0.8793424,12.55637,3.923061,-1
3,2,22,F,10,1,1,2,2,39,3,3065,1,0.6847628,12.51655,3.103623,-1
3,2,22,F,10,1,1,3,5,37,1,1788,0,0.4708242,6.492824,4.074821,-1
3,2,22,F,10,1,1,4,6,40,4,1643,0,0.8332868,12.60282,3.720891,-1
3,2,22,F,10,1,1,5,6,39,3,9999,8,-1,-1,-1,-1
3,2,22,F,10,1,1,6,6,38,2,6932,6,0.8845157,12.53887,3.958987,-1
3,2,22,F,10,1,1,7,2,37,1,5954,6,0.5535173,12.48027,2.462435,-1
3,2,22,F,10,1,1,8,1,40,4,2588,0,0.1032021,6.57778,0.8570652,-1
3,2,22,F,10,1,1,9,1,38,2,1810,0,0.1082984,6.597465,0.9097822,-1
3,2,22,F,10,1,1,10,5,40,4,2621,0,0.3378295,6.556017,2.795334,-1
3,2,22,F,10,1,1,11,1,37,1,2354,0,0.04555442,6.569945,0.3841043,-1
3,2,22,F,10,1,1,12,5,39,3,2021,0,1.053629e-7,6.556247,0,-1
3,2,22,F,10,1,1,13,2,40,4,5187,2,1.002225,12.61009,4.509933,-1
3,2,22,F,10,1,1,14,1,39,3,2798,0,0.08184823,6.569088,0.6832828,-1
3,2,22,F,10,1,1,15,5,38,2,2199,1,0.03395425,6.541865,0.2846186,-1
3,2,22,F,10,1,1,16,6,37,1,4465,4,1.014321,12.50796,4.532504,-1
3,2,22,F,11,1,1,1,4,42,2,1977,1,0.8869717,12.55882,3.956364,-1
3,2,22,F,11,1,1,2,5,44,4,2276,0,0.4433683,6.570787,3.657305,-1
3,2,22,F,11,1,1,3,3,41,1,1454,0,0.2606726,6.56112,2.213197,-1
3,2,22,F,11,1,1,4,6,43,3,8709,9,0.7813224,12.47711,3.554571,-1
3,2,22,F,11,1,1,5,5,42,2,2332,1,0.1605021,6.607646,1.346103,-1
3,2,22,F,11,1,1,6,4,44,4,3487,0,0.2213369,12.61693,0.9916978,-1
3,2,22,F,11,1,1,7,5,41,1,1732,0,0.2994376,6.496631,2.573822,-1
3,2,22,F,11,1,1,8,4,43,3,8976,9,0.848728,12.52579,3.845016,-1
3,2,22,F,11,1,1,9,6,44,4,3387,1,0.547235,12.62053,2.443604,-1
3,2,22,F,11,1,1,10,5,43,3,1743,0,0.3392687,6.541147,2.849294,-1
3,2,22,F,11,1,1,11,6,41,1,5765,3,0.9898049,12.54354,4.4212,-1
3,2,22,F,11,1,1,12,3,44,4,2265,0,0.3638929,6.575971,3.003353,-1
3,2,22,F,11,1,1,13,4,41,1,1743,0,0.9772565,12.51052,4.403933,-1
3,2,22,F,11,1,1,14,3,42,2,8076,3,0.4045872,6.601589,3.39863,-1
3,2,22,F,11,1,1,15,3,43,3,3087,0,0.1776643,6.580894,1.493445,-1
3,2,22,F,11,1,1,16,6,42,2,1576,0,0.4490245,12.56872,2.005548,-1
3,2,22,F,12,1,1,1,5,47,3,1910,0,0.004873604,6.581629,0.04423466,-1
3,2,22,F,12,1,1,2,3,48,4,2198,0,0.5568836,6.5784840000000004,4.589963,-1
3,2,22,F,12,1,1,3,4,47,3,5854,7,0.9083955,12.53575,4.112517,-1
3,2,22,F,12,1,1,4,6,45,1,9287,9,0.6791915,12.55665,3.03067,-1
3,2,22,F,12,1,1,5,3,46,2,3121,1,0.4738301,6.595403,3.950569,-1
3,2,22,F,12,1,1,6,6,48,4,4321,2,0.7338817,12.62391,3.283543,-1
3,2,22,F,12,1,1,7,5,45,1,2243,1,0.4282417,6.494617,3.728882,-1
3,2,22,F,12,1,1,8,6,47,3,3187,2,0.8669208,12.49167,3.939946,-1
3,2,22,F,12,1,1,9,4,46,2,1576,0,0.7680563,12.56766,3.422911,-1
3,2,22,F,12,1,1,10,3,47,3,2643,0,0.03883126,6.567952,0.3250574,-1
3,2,22,F,12,1,1,11,4,45,1,1610,0,1.04453,12.49389,4.719537,-1
3,2,22,F,12,1,1,12,4,48,4,4998,2,0.8804353,12.60147,3.963584,-1
3,2,22,F,12,1,1,13,6,46,2,2188,1,0.7117506,12.56292,3.174593,-1
3,2,22,F,12,1,1,14,3,45,1,3576,3,0.3797393,6.543261,3.222153,-1
3,2,22,F,12,1,1,15,5,48,4,2821,1,0.4215687,6.560849,3.529364,-1
3,2,22,F,12,1,1,16,5,46,2,2343,0,0.4861224,6.581741,4.057193,-1
3,2,22,F,13,1,1,1,6,51,3,7565,7,0.9869889,12.49311,4.504588,-1
3,2,22,F,13,1,1,2,4,52,4,4354,1,0.7002473,12.60721,3.146659,-1
3,2,22,F,13,1,1,3,5,49,1,2899,0,0.3961005,6.556479,3.394364,-1
3,2,22,F,13,1,1,4,4,50,2,1598,0,0.6802525,12.56858,3.027374,-1
3,2,22,F,13,1,1,5,3,51,3,2765,0,0.14312,6.5704650000000004,1.19124,-1
3,2,22,F,13,1,1,6,3,50,2,9999,5,-1,-1,-1,-1
3,2,22,F,13,1,1,7,3,49,1,1743,0,0.2701301,6.56267,2.304437,-1
3,2,22,F,13,1,1,8,5,51,3,5709,2,0.282068,6.576059,2.349521,-1
3,2,22,F,13,1,1,9,4,49,1,1499,0,0.7909005,12.50804,3.583373,-1
3,2,22,F,13,1,1,10,6,52,4,2399,0,0.8375704,12.60923,3.753481,-1
3,2,22,F,13,1,1,11,6,49,1,1909,0,0.9345429,12.55704,4.174294,-1
3,2,22,F,13,1,1,12,3,52,4,3565,0,0.01755671,6.585498,0.1467098,-1
3,2,22,F,13,1,1,13,5,50,2,1499,0,0.3714474,6.550219,3.078416,-1
3,2,22,F,13,1,1,14,4,51,3,5420,0,0.9876375,12.5475,4.467869,-1
3,2,22,F,13,1,1,15,6,50,2,1210,0,0.7487163,12.52486,3.347435,-1
3,2,22,F,13,1,1,16,5,52,4,3732,0,3.503147e-8,6.574996,0,-1
3,2,22,F,14,1,1,1,3,55,3,3165,0,9.877311e-8,6.574178,0,-1
3,2,22,F,14,1,1,2,5,56,4,3832,0,0.3971876,6.566929,3.278651,-1
3,2,22,F,14,1,1,3,4,53,1,1921,1,0.379988,12.50941,1.709606,-1
3,2,22,F,14,1,1,4,4,55,3,2109,0,1.03726,12.54039,4.695526,-1
3,2,22,F,14,1,1,5,6,54,2,2798,0,1.038974,12.54606,4.699863,-1
3,2,22,F,14,1,1,6,6,53,1,2443,2,0.6212741,12.55592,2.769373,-1
3,2,22,F,14,1,1,7,5,54,2,2287,1,0.273359,6.594668,2.283105,-1
3,2,22,F,14,1,1,8,5,55,3,2599,0,0.02168208,6.591929,0.1813082,-1
3,2,22,F,14,1,1,9,4,54,2,2021,1,0.6166278,12.57037,2.745236,-1
3,2,22,F,14,1,1,10,3,53,1,1432,0,0.2319154,6.558609,1.961343,-1
3,2,22,F,14,1,1,11,4,56,4,1532,0,0.4248461,12.61108,1.886786,-1
3,2,22,F,14,1,1,12,5,53,1,1999,0,0.2052865,6.501009,1.738551,-1
3,2,22,F,14,1,1,13,3,56,4,1799,0,0.2280859,6.578723,1.890619,-1
3,2,22,F,14,1,1,14,3,54,2,1810,0,0.3265178,6.603889,2.712744,-1
3,2,22,F,14,1,1,15,6,55,3,9999,0,-1,-1,-1,-1
3,2,22,F,14,1,1,16,6,56,4,5087,3,0.8229598,12.58312,3.692736,-1
3,2,22,F,15,1,1,1,4,57,1,2587,2,1.031467,12.49887,4.653579,-1
3,2,22,F,15,1,1,2,3,59,3,4054,0,0.04818831,6.576066,0.4020255,-1
3,2,22,F,15,1,1,3,3,58,2,3188,0,0.4209101,6.602976,3.504925,-1
3,2,22,F,15,1,1,4,5,57,1,2465,0,0.3729271,6.503742,3.212783,-1
3,2,22,F,15,1,1,5,4,59,3,1921,0,0.6889731,12.5412,3.116715,-1
3,2,22,F,15,1,1,6,3,60,4,3243,0,0.03762231,6.585743,0.3134116,-1
3,2,22,F,15,1,1,7,3,57,1,1432,0,1.31762e-7,6.572801,0,-1
3,2,22,F,15,1,1,8,4,58,2,1443,0,0.8484429,12.57722,3.770709,-1
