0,9,0,11,5.559783,0,0.9010426

0,11,0,5,16.01263,4,0.5179726

0,7,3,9,5.559793,0,0.8123627

0,12,0,3,8.866334,0,0.9129412

0,14,0,3,6.573111,1,0.5160639

0,10,0,8,5.293153,0,0.9269535

0,5,1,11,6.439758,0,0.56311

0,1,1,3,6.853101,0,0.9323736

0,16,0,5,7.533071,3,0.7422066

0,6,2,2,20.86576,9,0.914942

0,13,0,9,9.199585,0,0.989876

0,15,0,12,5.519825,0,0.9355404

0,8,4,6,20.47909,12,0.7978336

0,3,3,12,7.706347,0,0.8737611

0,4,4,9,5.893142,0,0.9332776

0,2,2,5,5.946444,0,0.7752392

1,14,0,5,8.38634,1,0.9104309

1,4,4,9,7.373024,0,0.9192585

1,5,1,11,4.77315,1,0.6374453

1,2,2,5,6.133133,0,0.8165013

1,7,3,9,4.893159,1,0.741168

1,12,0,11,3.013222,0,0.8715708

1,13,0,3,11.67949,4,0.7128505

1,10,0,8,7.87971,0,0.5002866

1,16,0,11,6.186488,0,0.8581654

1,6,2,2,11.27954,3,0.8154913

1,3,3,12,5.253134,0,0.8460193

1,15,0,8,7.732981,2,0.7071272

1,8,4,6,8.306362,0,0.8487931

1,9,0,5,4.866465,0,0.847544

1,1,1,3,5.306462,0,0.8928792

1,11,0,2,3.413234,0,0.5175211

2,6,2,2,13.21278,2,0.8617453

2,5,1,11,5.973115,0,0.7876259

2,1,1,3,5.373172,0,0.920455

2,11,0,11,4.039848,0,0.6450043

2,16,0,3,4.359824,0,0.8270968

2,10,0,5,6.919745,0,0.8104309

2,8,4,6,6.786445,0,0.7947179

2,3,3,12,6.026449,0,0.8599229

2,9,0,2,5.306496,0,0.8637111

2,13,0,6,13.70605,4,0.9389096

2,15,0,12,10.58624,2,0.6384866

2,14,0,9,4.346568,0,0.7766526

2,2,2,5,5.706447,0,0.9004626

2,12,0,8,3.786566,0,0.5619662

2,7,3,9,7.692984,0,0.8277488

2,4,4,9,8.413016,0,0.8213474

3,5,1,11,15.79948,0,0.8399315

3,6,2,2,7.119719,2,0.8861667

3,16,0,8,12.05281,2,0.5056537

3,10,0,2,3.346559,0,0.8688455

3,8,4,6,10.18627,2,0.822048

3,3,3,12,6.21307,0,0.8792529

3,7,3,9,5.146485,0,0.7654723

3,4,4,9,6.199797,0,0.8427053

3,12,0,8,4.773162,0,0.8552307

3,11,0,5,3.373166,0,0.9499707

3,2,2,5,6.586399,0,0.7085906

3,9,0,11,7.30641,0,0.5762372

3,13,0,3,13.39942,1,0.6155406

3,15,0,11,7.106418,0,0.9668276

3,1,1,3,6.466472,0,0.9366638

3,14,0,5,12.67948,6,0.5955919

4,4,4,9,4.519845,0,0.887399

4,6,2,2,5.386442,0,0.5000733

4,9,0,2,4.253233,0,0.800023

4,8,4,6,9.692894,2,0.6506061

4,2,2,5,7.533077,0,0.7090747

4,15,0,8,12.66614,2,0.9718279

4,5,1,11,5.746437,0,0.6019071

4,7,3,9,9.226294,0,0.5194788

