Age, Gender, Awareness Type, Session, Block, Trial, Set, Pattern, Quadrant, Response Time, Num Mistakes, Distance From Target, Camera Distance From Target, Angle Error (Degrees), FC Response
20,F,1,1,1,1,6,4,4,5299,1,0.6582358,12.57051,2.958698,-1
20,F,1,1,1,2,6,1,1,4310,3,0.5898253,12.5059,2.672763,-1
20,F,1,1,1,3,5,3,3,3699,1,2.872669E-08,6.525896,0,-1
20,F,1,1,1,4,2,1,1,4698,3,0.3681692,12.52787,1.666596,-1
20,F,1,1,1,5,1,3,3,3743,1,0.05180268,6.531825,0.4383485,-1
20,F,1,1,1,6,1,4,4,3265,0,0.503072,6.486607,4.285143,-1
20,F,1,1,1,7,1,1,1,1899,1,0.2089264,6.420394,1.794824,-1
20,F,1,1,1,8,5,2,2,1454,0,0.5119242,6.437769,4.327757,-1
20,F,1,1,1,9,5,1,1,1366,0,0.5282535,6.426964,4.480302,-1
20,F,1,1,1,10,6,2,2,1510,0,0.8593199,12.44475,3.866701,-1
20,F,1,1,1,11,2,4,4,5165,4,0.4491509,12.54235,2.018194,-1
20,F,1,1,1,12,1,2,2,1476,0,0.3020945,6.490663,2.556271,-1
20,F,1,1,1,13,6,3,3,3332,2,0.9186521,12.43795,4.182075,-1
20,F,1,1,1,14,5,4,4,4154,1,1.44578E-07,6.487564,0,-1
20,F,1,1,1,15,2,2,2,1533,0,0.6090708,12.42898,2.724983,-1
20,F,1,1,1,16,2,3,3,2388,0,0.6682611,12.44993,3.03796,-1
20,F,1,1,2,1,6,8,4,4010,3,0.8560231,12.5276,3.824233,-1
20,F,1,1,2,2,2,5,1,1632,0,0.8917351,12.52472,4.04864,-1
20,F,1,1,2,3,5,7,3,3621,0,0.4771297,6.520094,4.103746,-1
20,F,1,1,2,4,5,8,4,3065,0,0.3731612,6.4941,3.173483,-1
20,F,1,1,2,5,2,7,3,1998,0,0.5227062,12.45272,2.375287,-1
20,F,1,1,2,6,1,6,2,2143,1,0.3241186,6.478582,2.756834,-1
20,F,1,1,2,7,1,8,4,3698,1,0.4128831,6.476842,3.478627,-1
20,F,1,1,2,8,1,7,3,6688,0,0.1434537,6.548567,1.216597,-1
20,F,1,1,2,9,5,5,1,1376,0,0.402516,6.427429,3.503696,-1
20,F,1,1,2,10,6,6,2,1643,1,0.8128241,12.46092,3.643036,-1
20,F,1,1,2,11,1,5,1,2243,2,0.3486907,6.417409,3.001788,-1
20,F,1,1,2,12,2,8,4,2321,0,1.027863,12.55645,4.629863,-1
20,F,1,1,2,13,2,6,2,2477,1,0.982991,12.4327,4.392666,-1
20,F,1,1,2,14,6,7,3,3721,4,0.274889,12.43829,1.244426,-1
