exp,subj,age,gender,condition,phase,block,awareness_type,session,trial,set,pattern,quadrant,RT,num_additional_Rs,dist_to_T,camera_distance_from_target,angle_error_degrees,fc_response
2,2,18,F,distal_repeated,1,52,0,1,7,1,208,4,2909,0,0.07773538,6.487352,0.6561096,-1
2,2,18,F,distal_repeated,1,52,0,1,8,2,205,1,9999,14,-1,-1,-1,-1
2,2,18,F,distal_repeated,1,53,0,1,1,2,210,2,1498,1,1.024897,12.33264,4.649115,-1
2,2,18,F,distal_repeated,1,53,0,1,2,2,209,1,1120,0,0.4187336,12.21173,1.943803,-1
2,2,18,F,distal_repeated,1,53,0,1,3,2,212,4,820,0,0.7055362,12.37144,3.176751,-1
2,2,18,F,distal_repeated,1,53,0,1,4,1,210,2,1309,0,0.5136255,6.508115,4.258689,-1
2,2,18,F,distal_repeated,1,53,0,1,5,1,209,1,1809,0,0.219576,6.128423,1.988004,-1
2,2,18,F,distal_repeated,1,53,0,1,6,1,211,3,2031,0,0.536828,6.399102,4.666568,-1
2,2,18,F,distal_repeated,1,53,0,1,7,1,212,4,6464,5,4.274232e-5,6.454144,0,-1
2,2,18,F,distal_repeated,1,53,0,1,8,2,211,3,2531,0,0.8088653,12.20325,3.769774,-1
2,2,18,F,distal_repeated,1,54,0,1,1,1,213,1,1198,0,0.2292806,6.136327,2.05833,-1
2,2,18,F,distal_repeated,1,54,0,1,2,2,214,2,1342,0,0.5547265,12.34524,2.509987,-1
2,2,18,F,distal_repeated,1,54,0,1,3,2,216,4,1442,0,0.7695391,12.35999,3.495752,-1
2,2,18,F,distal_repeated,1,54,0,1,4,2,215,3,1464,0,0.93055,12.20877,4.236512,-1
2,2,18,F,distal_repeated,1,54,0,1,5,1,214,2,2176,1,0.05319556,6.523925,0.4449939,-1
2,2,18,F,distal_repeated,1,54,0,1,6,1,216,4,2309,0,0.4424855,6.473277,3.728934,-1
2,2,18,F,distal_repeated,1,54,0,1,7,2,213,1,1498,0,0.3903809,12.2122,1.79275,-1
2,2,18,F,distal_repeated,1,54,0,1,8,1,215,3,2964,0,0.3747193,6.392439,3.229133,-1
2,2,18,F,distal_repeated,1,55,0,1,1,2,220,4,5987,0,0.02073417,12.36542,0.09487279,-1
2,2,18,F,distal_repeated,1,55,0,1,2,1,219,3,3365,2,0.3411029,6.387711,2.959426,-1
2,2,18,F,distal_repeated,1,55,0,1,3,1,220,4,3442,1,0.2774262,6.475766,2.338499,-1
2,2,18,F,distal_repeated,1,55,0,1,4,1,218,2,1565,0,0.05391837,6.516373,0.4511079,-1
2,2,18,F,distal_repeated,1,55,0,1,5,2,217,1,4965,1,0.9682788,12.2155,4.503805,-1
2,2,18,F,distal_repeated,1,55,0,1,6,2,219,3,1409,0,0.5770251,12.21227,2.672323,-1
2,2,18,F,distal_repeated,1,55,0,1,7,1,217,1,1865,0,6.623694e-8,6.135171,0,-1
2,2,18,F,distal_repeated,1,55,0,1,8,2,218,2,1431,0,0.8505431,12.3546,3.901288,-1
2,2,18,F,distal_repeated,1,56,0,1,1,1,224,4,1787,0,0.5000128,6.471935,4.265399,-1
2,2,18,F,distal_repeated,1,56,0,1,2,2,221,1,1253,0,0.08004572,12.21996,0.3674413,-1
2,2,18,F,distal_repeated,1,56,0,1,3,1,222,2,2631,1,0.03794822,6.536473,0.3189811,-1
2,2,18,F,distal_repeated,1,56,0,1,4,1,223,3,3320,2,2.676511e-7,6.374809,0,-1
2,2,18,F,distal_repeated,1,56,0,1,5,1,221,1,1542,0,0.2577644,6.137729,2.316889,-1
2,2,18,F,distal_repeated,1,56,0,1,6,2,223,3,1476,0,0.9950593,12.23209,4.532115,-1
2,2,18,F,distal_repeated,1,56,0,1,7,2,224,4,1542,1,0.3727297,12.38763,1.703183,-1
2,2,18,F,distal_repeated,1,56,0,1,8,2,222,2,1575,0,0.4716193,12.35263,2.147489,-1
2,2,18,F,distal_repeated,1,57,0,1,1,4,225,1,1232,0,0.6118698,12.26151,2.803585,-1
2,2,18,F,distal_repeated,1,57,0,1,2,3,227,3,3842,2,0.3543473,6.395896,3.05659,-1
2,2,18,F,distal_repeated,1,57,0,1,3,4,228,4,4764,0,0.8430903,12.41725,3.77906,-1
2,2,18,F,distal_repeated,1,57,0,1,4,4,226,2,3520,2,0.7827819,12.36964,3.597443,-1
2,2,18,F,distal_repeated,1,57,0,1,5,3,225,1,1742,0,0.3097516,6.186202,2.741954,-1
2,2,18,F,distal_repeated,1,57,0,1,6,3,228,4,6298,4,0.407268,6.542866,3.409673,-1
2,2,18,F,distal_repeated,1,57,0,1,7,4,227,3,3064,1,0.3349777,12.25502,1.540912,-1
2,2,18,F,distal_repeated,1,57,0,1,8,3,226,2,1853,0,0.3903079,6.555985,3.214306,-1
2,2,18,F,distal_repeated,1,58,0,1,1,3,231,3,4831,2,0.06661454,6.412775,0.5702693,-1
2,2,18,F,distal_repeated,1,58,0,1,2,3,232,4,3820,1,0.5298215,6.496984,4.438311,-1
2,2,18,F,distal_repeated,1,58,0,1,3,4,229,1,1598,0,0.2461255,12.25902,1.136772,-1
2,2,18,F,distal_repeated,1,58,0,1,4,4,230,2,1687,0,0.8422438,12.35656,3.801533,-1
2,2,18,F,distal_repeated,1,58,0,1,5,3,229,1,3609,1,0.05730456,6.190769,0.5109072,-1
2,2,18,F,distal_repeated,1,58,0,1,6,4,232,4,1254,0,0.9311256,12.40908,4.18006,-1
2,2,18,F,distal_repeated,1,58,0,1,7,3,230,2,5198,2,0.3560411,6.526114,2.952141,-1
2,2,18,F,distal_repeated,1,58,0,1,8,4,231,3,2453,0,0.1058668,12.25711,0.4853748,-1
2,2,18,F,distal_repeated,1,59,0,1,1,3,233,1,1487,0,7.135355e-8,6.191782,0,-1
2,2,18,F,distal_repeated,1,59,0,1,2,3,234,2,3009,0,0.4583461,6.545951,3.77906,-1
2,2,18,F,distal_repeated,1,59,0,1,3,3,236,4,9999,7,-1,-1,-1,-1
2,2,18,F,distal_repeated,1,59,0,1,4,4,235,3,3442,1,0.4008344,12.22085,1.83355,-1
2,2,18,F,distal_repeated,1,59,0,1,5,4,234,2,2464,1,2.553607e-7,12.3528,0,-1
2,2,18,F,distal_repeated,1,59,0,1,6,4,233,1,2609,1,0.1233521,12.22104,0.5678623,-1
2,2,18,F,distal_repeated,1,59,0,1,7,4,236,4,1687,0,1.012879,12.37698,4.548035,-1
2,2,18,F,distal_repeated,1,59,0,1,8,3,235,3,2876,0,0.4096269,6.3295,3.578124,-1
2,2,18,F,distal_repeated,1,60,0,1,1,4,238,2,5309,1,0.5854459,12.27579,2.704939,-1
2,2,18,F,distal_repeated,1,60,0,1,2,4,239,3,6809,0,0.4472449,12.31656,2.051186,-1
2,2,18,F,distal_repeated,1,60,0,1,3,3,240,4,2587,1,0.2637675,6.554069,2.21576,-1
2,2,18,F,distal_repeated,1,60,0,1,4,3,239,3,3398,0,0.2292165,6.458065,1.962241,-1
2,2,18,F,distal_repeated,1,60,0,1,5,4,237,1,1376,0,0.9738838,12.26587,4.512928,-1
2,2,18,F,distal_repeated,1,60,0,1,6,3,238,2,1798,0,0.450243,6.538145,3.717891,-1
2,2,18,F,distal_repeated,1,60,0,1,7,3,237,1,1309,0,0.2208736,6.173747,1.964832,-1
2,2,18,F,distal_repeated,1,60,0,1,8,4,240,4,1198,0,0.6785952,12.43949,3.048638,-1
2,2,18,F,distal_repeated,1,61,0,1,1,1,242,2,4753,4,0.4846969,6.53142,3.99748,-1
2,2,18,F,distal_repeated,1,61,0,1,2,2,244,4,1076,0,0.8487147,12.4224,3.861329,-1
2,2,18,F,distal_repeated,1,61,0,1,3,1,243,3,2120,0,0.09285101,6.463723,0.7910526,-1
2,2,18,F,distal_repeated,1,61,0,1,4,2,241,1,1320,0,0.4825658,12.26627,2.236072,-1
2,2,18,F,distal_repeated,1,61,0,1,5,1,244,4,2409,0,0.3343622,6.54202,2.821333,-1
2,2,18,F,distal_repeated,1,61,0,1,6,2,243,3,1576,0,0.03500205,12.29128,0.1607126,-1
2,2,18,F,distal_repeated,1,61,0,1,7,2,242,2,1620,0,0.9020452,12.38389,4.071022,-1
2,2,18,F,distal_repeated,1,61,0,1,8,1,241,1,1476,0,0.359526,6.185899,3.185859,-1
2,2,18,F,distal_repeated,1,62,0,1,1,1,246,2,1565,0,0.4137869,6.548278,3.453264,-1
2,2,18,F,distal_repeated,1,62,0,1,2,2,245,1,1387,0,0.1949161,12.25803,0.8976567,-1
2,2,18,F,distal_repeated,1,62,0,1,3,1,247,3,2298,0,0.388172,6.455264,3.313221,-1
2,2,18,F,distal_repeated,1,62,0,1,4,1,245,1,1253,0,0.03704244,6.184939,0.329838,-1
2,2,18,F,distal_repeated,1,62,0,1,5,2,248,4,1542,1,0.6118905,12.43529,2.739669,-1
2,2,18,F,distal_repeated,1,62,0,1,6,2,246,2,2942,2,1.919804e-7,12.37379,0,-1
2,2,18,F,distal_repeated,1,62,0,1,7,1,248,4,4353,3,0.4738843,6.527861,4.008683,-1
2,2,18,F,distal_repeated,1,62,0,1,8,2,247,3,1487,0,0.6332296,12.24387,2.930377,-1
2,2,18,F,distal_repeated,2,1,0,1,1,5,2,2,3874,0,3.915442,6.539395,36.7802,-1
2,2,18,F,distal_repeated,2,1,0,1,2,8,3,3,4264,0,5.32934,12.25168,25.54828,-1
2,2,18,F,distal_repeated,2,1,0,1,3,6,4,4,1953,0,2.86792,12.40413,13.11703,-1
2,2,18,F,distal_repeated,2,1,0,1,4,7,3,3,3976,0,2.618143,6.413535,23.07784,-1
2,2,18,F,distal_repeated,2,1,0,1,5,5,1,1,3265,0,2.311876,6.170635,21.81913,-1
2,2,18,F,distal_repeated,2,1,0,1,6,5,4,4,1331,0,4.721571,6.508767,44.31491,-1
2,2,18,F,distal_repeated,2,1,0,1,7,6,2,2,1876,0,5.752737,12.35709,27.74527,-1
2,2,18,F,distal_repeated,2,1,0,1,8,6,3,3,1509,0,7.11622,12.26884,35.4522,-1
2,2,18,F,distal_repeated,2,1,0,1,9,8,2,2,3109,0,11.40524,12.36812,67.24214,-1
2,2,18,F,distal_repeated,2,1,0,1,10,5,3,3,1431,0,5.155712,6.438952,53.1849,-1
2,2,18,F,distal_repeated,2,1,0,1,11,8,1,1,1920,0,3.945575,12.24786,18.79265,-1
2,2,18,F,distal_repeated,2,1,0,1,12,7,4,4,2142,0,2.716302,6.511144,23.66836,-1
2,2,18,F,distal_repeated,2,1,0,1,13,7,1,1,1187,0,1.022293,6.159706,9.157918,-1
2,2,18,F,distal_repeated,2,1,0,1,14,8,4,4,1698,0,9.107398,12.43099,46.5728,-1
2,2,18,F,distal_repeated,2,1,0,1,15,7,2,2,1853,0,5.864514,6.535295,63.81324,-1
2,2,18,F,distal_repeated,2,1,0,1,16,6,1,1,909,0,3.882553,12.24844,18.48058,-1
2,2,18,F,distal_repeated,2,2,0,1,1,7,3,3,1431,0,5.498521,6.429519,58.78174,-1
2,2,18,F,distal_repeated,2,2,0,1,2,5,2,2,853,0,3.391802,6.52673,29.84047,-1
2,2,18,F,distal_repeated,2,2,0,1,3,7,1,1,1187,0,2.829108,6.177261,27.25732,-1
2,2,18,F,distal_repeated,2,2,0,1,4,8,3,3,1020,0,5.422599,12.25334,26.26608,-1
2,2,18,F,distal_repeated,2,2,0,1,5,6,1,1,809,0,3.939368,12.24283,18.76997,-1
2,2,18,F,distal_repeated,2,2,0,1,6,8,2,2,2231,0,4.633413,12.35526,21.88276,-1
2,2,18,F,distal_repeated,2,2,0,1,7,8,4,4,1553,0,2.896315,12.37274,13.16836,-1
2,2,18,F,distal_repeated,2,2,0,1,8,8,1,1,1620,0,7.706252,12.26242,38.93546,-1
2,2,18,F,distal_repeated,2,2,0,1,9,6,2,2,1753,0,2.109688,12.34951,9.584024,-1
2,2,18,F,distal_repeated,2,2,0,1,10,6,4,4,1887,0,7.184664,12.3952,35.42472,-1
2,2,18,F,distal_repeated,2,2,0,1,11,6,3,3,1242,0,2.518356,12.24893,11.75802,-1
2,2,18,F,distal_repeated,2,2,0,1,12,5,4,4,1753,0,3.523825,6.498822,31.47643,-1
2,2,18,F,distal_repeated,2,2,0,1,13,5,3,3,820,0,5.749958,6.459818,62.77029,-1
2,2,18,F,distal_repeated,2,2,0,1,14,5,1,1,1809,0,1.513666,6.171161,13.9255,-1
2,2,18,F,distal_repeated,2,2,0,1,15,7,2,2,1076,0,3.518534,6.521994,31.36895,-1
2,2,18,F,distal_repeated,2,2,0,1,16,7,4,4,1309,0,3.657668,6.493779,32.81114,-1
2,20,18,F,distal_repeated,1,1,0,1,1,2,1,1,9999,0,-1,-1,-1,-1
2,20,18,F,distal_repeated,1,1,0,1,2,2,3,3,3187,0,0.368151,12.28025,1.672106,-1
2,20,18,F,distal_repeated,1,1,0,1,3,2,4,4,5120,2,0.9540771,12.36472,4.314068,-1
2,20,18,F,distal_repeated,1,1,0,1,4,2,2,2,3664,0,0.655433,12.26155,3.02886,-1
2,20,18,F,distal_repeated,1,1,0,1,5,1,3,3,5397,1,0.5093555,6.089758,4.678893,-1
2,20,18,F,distal_repeated,1,1,0,1,6,1,2,2,2653,0,0.2586093,6.445518,2.228092,-1
2,20,18,F,distal_repeated,1,1,0,1,7,1,4,4,4075,1,0.4361946,6.483276,3.640939,-1
2,20,18,F,distal_repeated,1,1,0,1,8,1,1,1,3597,0,1.216087e-7,6.222518,0,-1
2,20,18,F,distal_repeated,1,2,0,1,1,2,8,4,9999,3,-1,-1,-1,-1
2,20,18,F,distal_repeated,1,2,0,1,2,2,7,3,1397,0,0.6493376,12.26312,2.958301,-1
2,20,18,F,distal_repeated,1,2,0,1,3,2,6,2,2976,0,0.3844649,12.32806,1.76669,-1
2,20,18,F,distal_repeated,1,2,0,1,4,2,5,1,3320,0,0.66964920000000006,12.13534,3.095412,-1
2,20,18,F,distal_repeated,1,2,0,1,5,1,7,3,1853,0,0.0309242,6.139297,0.2748253,-1
2,20,18,F,distal_repeated,1,2,0,1,6,1,6,2,4265,1,0.3883617,6.517666,3.267765,-1
2,20,18,F,distal_repeated,1,2,0,1,7,1,5,1,3353,0,1.799264e-8,6.22843,0,-1
2,20,18,F,distal_repeated,1,2,0,1,8,1,8,4,5609,3,0.473577,6.512805,3.922762,-1
2,20,18,F,distal_repeated,1,3,0,1,1,1,11,3,2142,0,0.01689324,6.103199,0.1519511,-1
2,20,18,F,distal_repeated,1,3,0,1,2,2,9,1,9999,0,-1,-1,-1,-1
2,20,18,F,distal_repeated,1,3,0,1,3,1,10,2,3442,0,0.2597415,6.507652,2.166363,-1
2,20,18,F,distal_repeated,1,3,0,1,4,1,12,4,2275,0,0.4003907,6.539587,3.355964,-1
2,20,18,F,distal_repeated,1,3,0,1,5,2,11,3,1364,0,0.7628719,12.25129,3.474573,-1
2,20,18,F,distal_repeated,1,3,0,1,6,2,12,4,2387,1,0.9972321,12.41822,4.494401,-1
2,20,18,F,distal_repeated,1,3,0,1,7,2,10,2,1798,0,0.4747041,12.30006,2.169433,-1
2,20,18,F,distal_repeated,1,3,0,1,8,1,9,1,2420,0,1.601505e-7,6.223029,0,-1
2,20,18,F,distal_repeated,1,4,0,1,1,2,16,4,2731,1,0.3429658,12.40425,1.546237,-1
2,20,18,F,distal_repeated,1,4,0,1,2,2,14,2,1598,0,0.1276418,12.28056,0.5824909,-1
2,20,18,F,distal_repeated,1,4,0,1,3,1,13,1,2642,0,0.2655232,6.214351,2.347437,-1
2,20,18,F,distal_repeated,1,4,0,1,4,1,14,2,2787,0,0.305255,6.491398,2.55428,-1
2,20,18,F,distal_repeated,1,4,0,1,5,2,15,3,6853,0,0.3158833,12.25305,1.455084,-1
2,20,18,F,distal_repeated,1,4,0,1,6,1,16,4,2465,0,0.3658886,6.552255,3.06548,-1
2,20,18,F,distal_repeated,1,4,0,1,7,2,13,1,4575,0,0.7279425,12.1076,3.415238,-1
2,20,18,F,distal_repeated,1,4,0,1,8,1,15,3,2431,0,0.2642962,6.131023,2.345769,-1
2,20,18,F,distal_repeated,1,5,0,1,1,1,17,1,2697,0,0.2827491,6.227705,2.492457,-1
2,20,18,F,distal_repeated,1,5,0,1,2,2,20,4,2686,1,0.9014011,12.42045,4.062306,-1
2,20,18,F,distal_repeated,1,5,0,1,3,2,19,3,3809,1,0.9803693,12.23852,4.471682,-1
2,20,18,F,distal_repeated,1,5,0,1,4,2,18,2,1553,0,0.3665722,12.28944,1.679929,-1
2,20,18,F,distal_repeated,1,5,0,1,5,1,20,4,8508,6,0.2051472,6.623429,1.684234,-1
2,20,18,F,distal_repeated,1,5,0,1,6,1,18,2,2786,0,0.5140142,6.516461,4.268428,-1
2,20,18,F,distal_repeated,1,5,0,1,7,1,19,3,2908,0,0.4965705,6.152512,4.441664,-1
2,20,18,F,distal_repeated,1,5,0,1,8,2,17,1,2331,0,0.2956281,12.12427,1.379275,-1
2,20,18,F,distal_repeated,1,6,0,1,1,1,22,2,1631,0,0.0241455,6.530088,0.2027088,-1
2,20,18,F,distal_repeated,1,6,0,1,2,1,21,1,3342,0,0.3420881,6.230491,3.022261,-1
2,20,18,F,distal_repeated,1,6,0,1,3,1,23,3,1720,0,0.07475792,6.166062,0.6575991,-1
2,20,18,F,distal_repeated,1,6,0,1,4,2,24,4,2987,0,0.9320117,12.47093,4.232951,-1
2,20,18,F,distal_repeated,1,6,0,1,5,2,22,2,1308,0,0.6883233,12.31723,3.124745,-1
2,20,18,F,distal_repeated,1,6,0,1,6,2,23,3,1264,0,0.9324144,12.27007,4.262643,-1
2,20,18,F,distal_repeated,1,6,0,1,7,1,24,4,7220,4,0.4092409,6.468368,3.416155,-1
2,20,18,F,distal_repeated,1,6,0,1,8,2,21,1,5275,0,0.340486,12.0629,1.598019,-1
2,20,18,F,distal_repeated,1,7,0,1,1,2,28,4,2686,1,0.8223755,12.34546,3.727516,-1
2,20,18,F,distal_repeated,1,7,0,1,2,2,26,2,3287,0,0.99521,12.24444,4.595592,-1
2,20,18,F,distal_repeated,1,7,0,1,3,1,27,3,6120,0,0.0671742,6.131516,0.598725,-1
2,20,18,F,distal_repeated,1,7,0,1,4,1,26,2,4953,1,0.2068243,6.421844,1.753681,-1
2,20,18,F,distal_repeated,1,7,0,1,5,1,25,1,3520,0,2.698349e-8,6.181694,0,-1
2,20,18,F,distal_repeated,1,7,0,1,6,2,27,3,3531,2,0.7221062,12.18634,3.351235,-1
2,20,18,F,distal_repeated,1,7,0,1,7,1,28,4,5731,2,0.1339008,6.541873,1.121521,-1
2,20,18,F,distal_repeated,1,7,0,1,8,2,25,1,4698,1,0.3805342,12.09917,1.779163,-1
2,20,18,F,distal_repeated,1,8,0,1,1,2,32,4,7353,2,0.1512668,12.36045,0.6847132,-1
2,20,18,F,distal_repeated,1,8,0,1,2,2,29,1,2454,0,2.396768e-7,12.0891,0,-1
2,20,18,F,distal_repeated,1,8,0,1,3,1,32,4,2965,0,0.4138321,6.458567,3.459778,-1
2,20,18,F,distal_repeated,1,8,0,1,4,2,31,3,2464,0,0.9568113,12.2022,4.421465,-1
2,20,18,F,distal_repeated,1,8,0,1,5,1,29,1,4631,0,0.4991588,6.209885,4.413529,-1
2,20,18,F,distal_repeated,1,8,0,1,6,2,30,2,3365,1,0.638149,12.24515,2.919334,-1
2,20,18,F,distal_repeated,1,8,0,1,7,1,31,3,4387,0,0.0983443,6.062345,0.8778186,-1
2,20,18,F,distal_repeated,1,8,0,1,8,1,30,2,5521,1,0.07742422,6.41942,0.6682253,-1
2,20,18,F,distal_repeated,1,9,0,1,1,2,35,3,1798,0,0.7632304,12.20525,3.511121,-1
2,20,18,F,distal_repeated,1,9,0,1,2,2,33,1,4920,0,0.807687,12.0431,3.812849,-1
2,20,18,F,distal_repeated,1,9,0,1,3,2,36,4,1987,0,0.6769711,12.35785,3.056334,-1
2,20,18,F,distal_repeated,1,9,0,1,4,1,34,2,1597,0,0.3302101,6.417826,2.78776,-1
2,20,18,F,distal_repeated,1,9,0,1,5,1,33,1,9320,3,0.1269884,6.297086,1.106238,-1
2,20,18,F,distal_repeated,1,9,0,1,6,2,34,2,1632,0,0.6337802,12.22299,2.904006,-1
2,20,18,F,distal_repeated,1,9,0,1,7,1,35,3,3820,1,0.008587983,6.195353,0.07401875,-1
2,20,18,F,distal_repeated,1,9,0,1,8,1,36,4,2465,0,0.1887807,6.464566,1.584121,-1
2,20,18,F,distal_repeated,1,10,0,1,1,1,39,3,3542,1,0.2841375,6.125513,2.560861,-1
2,20,18,F,distal_repeated,1,10,0,1,2,1,37,1,1454,0,0.09822369,6.187968,0.8704314,-1
2,20,18,F,distal_repeated,1,10,0,1,3,2,38,2,1264,0,0.6940789,12.25527,3.160192,-1
2,20,18,F,distal_repeated,1,10,0,1,4,2,40,4,1420,0,0.4161559,12.35901,1.881176,-1
2,20,18,F,distal_repeated,1,10,0,1,5,2,39,3,1409,0,0.4548526,12.15489,2.107936,-1
2,20,18,F,distal_repeated,1,10,0,1,6,1,38,2,1209,0,0.2229005,6.441211,1.918875,-1
2,20,18,F,distal_repeated,1,10,0,1,7,1,40,4,4787,2,0.06463549,6.401631,0.5528469,-1
2,20,18,F,distal_repeated,1,10,0,1,8,2,37,1,5075,0,0.7754546,12.10885,3.65109,-1
2,20,18,F,distal_repeated,1,11,0,1,1,2,44,4,3676,2,1.02082,12.324,4.669631,-1
2,20,18,F,distal_repeated,1,11,0,1,2,2,43,3,3565,1,1.025424,12.20736,4.747677,-1
2,20,18,F,distal_repeated,1,11,0,1,3,2,41,1,3709,0,0.656748,12.09587,3.083817,-1
2,20,18,F,distal_repeated,1,11,0,1,4,2,42,2,2431,0,0.1987209,12.25023,0.906766,-1
2,20,18,F,distal_repeated,1,11,0,1,5,1,41,1,3153,0,0.4642855,6.185093,4.119417,-1
2,20,18,F,distal_repeated,1,11,0,1,6,1,44,4,4965,2,0.408447,6.414872,3.464246,-1
2,20,18,F,distal_repeated,1,11,0,1,7,1,42,2,4886,1,0.1062618,6.406403,0.9151434,-1
2,20,18,F,distal_repeated,1,11,0,1,8,1,43,3,4376,0,0.4466399,6.083294,4.089309,-1
2,20,18,F,distal_repeated,1,12,0,1,1,1,46,2,2976,0,0.2330785,6.411187,1.992036,-1
2,20,18,F,distal_repeated,1,12,0,1,2,2,45,1,2864,0,0.7829605,12.04755,3.684455,-1
2,20,18,F,distal_repeated,1,12,0,1,3,1,47,3,2965,1,0.3267474,6.130237,2.851217,-1
2,20,18,F,distal_repeated,1,12,0,1,4,2,46,2,4087,0,0.1633235,12.27842,0.7501709,-1
2,20,18,F,distal_repeated,1,12,0,1,5,2,48,4,3631,0,0.9686579,12.36558,4.366998,-1
2,20,18,F,distal_repeated,1,12,0,1,6,1,45,1,2597,0,0.3804396,6.151918,3.372897,-1
2,20,18,F,distal_repeated,1,12,0,1,7,1,48,4,2209,0,0.545319,6.498584,4.522857,-1
2,20,18,F,distal_repeated,1,12,0,1,8,2,47,3,1332,0,0.6312053,12.18979,2.888257,-1
2,20,18,F,distal_repeated,1,13,0,1,1,2,50,2,4053,1,0.747836,12.21502,3.463058,-1
2,20,18,F,distal_repeated,1,13,0,1,2,2,49,1,1487,0,0.7269858,12.06042,3.379277,-1
2,20,18,F,distal_repeated,1,13,0,1,3,2,52,4,5520,2,0.5683173,12.33493,2.564833,-1
2,20,18,F,distal_repeated,1,13,0,1,4,1,49,1,5076,2,0.2601112,6.134216,2.319759,-1
2,20,18,F,distal_repeated,1,13,0,1,5,1,51,3,9999,0,-1,-1,-1,-1
2,20,18,F,distal_repeated,1,13,0,1,6,1,50,2,1364,0,0.1082982,6.44318,0.9183452,-1
2,20,18,F,distal_repeated,1,13,0,1,7,1,52,4,2353,1,0.1169256,6.495139,0.9819816,-1
2,20,18,F,distal_repeated,1,13,0,1,8,2,51,3,1442,0,1.043911,12.18948,4.780531,-1
2,20,18,F,distal_repeated,1,14,0,1,1,2,54,2,1342,0,0.4879359,12.24117,2.22352,-1
2,20,18,F,distal_repeated,1,14,0,1,2,1,55,3,2898,0,0.2674679,6.084934,2.378992,-1
2,20,18,F,distal_repeated,1,14,0,1,3,1,54,2,3476,1,0.005241687,6.417791,0.04423466,-1
2,20,18,F,distal_repeated,1,14,0,1,4,1,56,4,4520,3,0.3483772,6.397151,2.993364,-1
2,20,18,F,distal_repeated,1,14,0,1,5,2,53,1,2265,0,0.2052626,12.07427,0.96062669999999994,-1
2,20,18,F,distal_repeated,1,14,0,1,6,2,55,3,1753,0,0.7895525,12.1723,3.646797,-1
2,20,18,F,distal_repeated,1,14,0,1,7,1,53,1,2009,0,0.4246026,6.197346,3.739474,-1
2,20,18,F,distal_repeated,1,14,0,1,8,2,56,4,6442,0,0.4688219,12.39047,2.116461,-1
2,20,18,F,distal_repeated,1,15,0,1,1,1,57,1,2698,1,0.4164799,6.149856,3.733552,-1
2,20,18,F,distal_repeated,1,15,0,1,2,1,59,3,1776,0,0.3756034,6.059222,3.386337,-1
2,20,18,F,distal_repeated,1,15,0,1,3,2,58,2,1365,0,0.8024634,12.24251,3.657948,-1
2,20,18,F,distal_repeated,1,15,0,1,4,2,57,1,2364,0,0.4001882,12.07463,1.86141,-1
2,20,18,F,distal_repeated,1,15,0,1,5,1,60,4,4542,0,0.352842,6.483644,2.973943,-1
2,20,18,F,distal_repeated,1,15,0,1,6,1,58,2,2487,0,0.508531,6.425412,4.301383,-1
2,20,18,F,distal_repeated,1,15,0,1,7,2,60,4,5765,0,0.55759,12.37111,2.538522,-1
2,20,18,F,distal_repeated,1,15,0,1,8,2,59,3,3620,2,0.1248689,12.21454,0.5743721,-1
2,20,18,F,distal_repeated,1,16,0,1,1,1,62,2,1920,0,0.3126955,6.438809,2.689481,-1
2,20,18,F,distal_repeated,1,16,0,1,2,2,61,1,2331,0,0.9778506,12.07243,4.548337,-1
2,20,18,F,distal_repeated,1,16,0,1,3,2,63,3,1265,0,0.5900149,12.19486,2.728931,-1
2,20,18,F,distal_repeated,1,16,0,1,4,1,61,1,5142,2,0.05340192,6.160462,0.4722982,-1
2,20,18,F,distal_repeated,1,16,0,1,5,1,64,4,3520,0,0.3017595,6.490133,2.557878,-1
2,20,18,F,distal_repeated,1,16,0,1,6,1,63,3,1853,0,0.2396488,6.0799,2.173398,-1
2,20,18,F,distal_repeated,1,16,0,1,7,2,62,2,1653,0,0.3262214,12.23205,1.493838,-1
2,20,18,F,distal_repeated,1,16,0,1,8,2,64,4,1486,0,0.1354829,12.36133,0.6158028,-1
2,20,18,F,distal_repeated,1,17,0,1,1,4,67,3,2653,1,0.2651779,12.19502,1.215953,-1
2,20,18,F,distal_repeated,1,17,0,1,2,4,65,1,3754,0,0.03044969,12.05458,0.1412742,-1
2,20,18,F,distal_repeated,1,17,0,1,3,4,66,2,2520,0,0.7104113,12.20596,3.219418,-1
2,20,18,F,distal_repeated,1,17,0,1,4,3,68,4,2631,1,0.47399,6.490716,3.99797,-1
2,20,18,F,distal_repeated,1,17,0,1,5,3,66,2,2965,0,0.1939982,6.440025,1.654102,-1
2,20,18,F,distal_repeated,1,17,0,1,6,3,67,3,1564,0,0.179948,6.076751,1.627145,-1
2,20,18,F,distal_repeated,1,17,0,1,7,4,68,4,1031,0,0.5403988,12.32707,2.437269,-1
2,20,18,F,distal_repeated,1,17,0,1,8,3,65,1,1987,0,0.1752198,6.171882,1.532379,-1
2,20,18,F,distal_repeated,1,18,0,1,1,3,72,4,1864,0,0.24847,6.493849,2.115721,-1
2,20,18,F,distal_repeated,1,18,0,1,2,4,71,3,6120,0,0.2903978,12.15286,1.339691,-1
2,20,18,F,distal_repeated,1,18,0,1,3,3,69,1,4131,1,0.2106355,6.160323,1.873253,-1
2,20,18,F,distal_repeated,1,18,0,1,4,3,71,3,8387,0,0.3945839,6.136038,3.591178,-1
