0,4,13.4684,332.8274,356.2213
0,4,13.3589,332.9641,356.4022
0,4,13.3253,332.9963,356.5233
0,4,13.3006,332.9738,356.5451
0,4,13.3273,332.8045,356.5626
0,4,13.3960,332.5566,356.5341
0,4,13.4549,332.3066,356.4306
0,4,13.4624,332.2267,356.3604
0,4,13.4701,332.2205,356.2924
0,4,13.3863,332.3444,356.2635
0,4,13.1545,333.3102,356.1611
0,4,13.0871,334.4622,356.1165
0,4,13.1704,336.8828,356.1565
0,4,13.0939,338.9709,356.3423
0,4,12.9186,342.5140,356.5088
0,4,12.9691,344.9519,356.5264
0,4,13.7759,348.2944,356.3843
0,4,14.8149,350.2585,356.2731
0,4,16.7463,352.8583,356.4232
0,4,17.9251,354.2487,356.6463
0,4,19.3755,355.7629,356.9790
0,4,20.1359,356.3777,357.1688
0,4,23.7981,357.9016,357.0633
0,4,21.4135,356.0985,356.9277
0,4,21.7136,354.7189,355.9233
0,4,20.8467,354.9770,355.5096
0,4,20.9927,354.7213,355.6201
0,4,20.9686,354.8714,355.5410
0,4,21.0385,355.1727,355.0704
0,4,21.1910,355.5146,354.7235
0,4,21.7589,355.6968,354.7866
0,4,22.1197,355.6076,355.1690
0,4,22.5624,355.0731,355.6829
0,4,22.7804,354.4518,355.7931
0,4,22.6016,353.9446,354.4648
0,4,22.4796,354.7467,353.9340
0,4,20.9721,357.1657,354.1266
0,4,20.0719,357.8251,353.9683
0,4,18.7007,359.2597,353.2815
0,4,17.7911,0.3597,353.5752
0,4,16.2904,2.1812,353.8232
0,4,15.0647,3.2545,353.7973
0,4,13.3195,5.5290,354.3647
0,4,11.9980,6.0568,355.0085
0,4,8.8380,7.3085,355.6315
0,4,7.6648,7.8602,355.6175
0,4,5.4342,8.1496,356.0902
0,4,0.5406,11.4839,355.4966
0,4,357.8295,11.5913,356.0649
0,4,358.6181,10.5751,358.3069
0,4,355.3648,8.5769,359.3764
0,4,353.1234,7.1164,359.6927
0,4,350.8506,7.7681,0.1228
0,4,349.6544,7.1127,0.9380
0,4,349.0171,3.7561,3.0534
0,4,351.6536,0.8697,3.9919
0,4,352.8087,357.1574,5.1778
0,4,351.7639,354.5717,6.6427
0,4,347.1786,348.8831,8.5763
0,4,344.4278,344.9111,9.0818
0,4,340.6776,339.9319,10.4540
0,4,339.0974,336.8370,11.6388
0,4,338.3521,333.5103,11.6817
0,4,338.8832,333.7433,10.8834
0,4,338.2060,337.3853,9.6103
