Age, Gender, Awareness Type, Session, Block, Trial, Set, Pattern, Quadrant, Response Time, Num Mistakes, Distance From Target, Camera Distance From Target, Angle Error (Degrees), FC Response
18,M,0,1,1,1,2,3,3,3897,0,1.018721,12.29728,4.684876,-1
18,M,0,1,1,2,1,1,1,1975,0,0.3846711,6.15312,3.511009,-1
18,M,0,1,1,3,2,4,4,9999,3,-1,-1,-1,-1
18,M,0,1,1,4,2,2,2,5620,1,0.9064023,12.26177,4.148126,-1
18,M,0,1,1,5,2,1,1,9999,5,-1,-1,-1,-1
18,M,0,1,1,6,1,3,3,2097,0,0.3062711,6.18678,2.681683,-1
18,M,0,1,1,7,1,2,2,9999,1,-1,-1,-1,-1
18,M,0,1,1,8,1,4,4,9999,2,-1,-1,-1,-1
18,M,0,1,2,1,1,5,1,1575,0,0.2552392,6.167203,2.278471,-1
18,M,0,1,2,2,1,8,4,9999,2,-1,-1,-1,-1
18,M,0,1,2,3,1,7,3,3220,1,0.4163519,6.173913,3.678605,-1
18,M,0,1,2,4,1,6,2,7509,4,0.2599725,6.503978,2.181488,-1
18,M,0,1,2,5,2,5,1,2320,1,1.008246,12.17096,4.707401,-1
18,M,0,1,2,6,2,6,2,9999,6,-1,-1,-1,-1
18,M,0,1,2,7,2,7,3,6708,2,0.8778579,12.29001,4.043752,-1
18,M,0,1,2,8,2,8,4,4775,0,0.5715436,12.392,2.572529,-1
18,M,0,1,3,1,1,11,3,4342,1,0.3031992,6.182393,2.71959,-1
18,M,0,1,3,2,1,9,1,1420,0,0.4476595,6.151195,4.092755,-1
18,M,0,1,3,3,2,10,2,3565,2,0.9166867,12.33619,4.156616,-1
18,M,0,1,3,4,2,12,4,8242,0,0.4041847,12.38514,1.821234,-1
18,M,0,1,3,5,2,11,3,6053,2,0.8602108,12.32014,3.929595,-1
18,M,0,1,3,6,1,12,4,4808,1,0.3876369,6.605727,3.224765,-1
18,M,0,1,3,7,2,9,1,4931,3,0.8270578,12.12652,3.873987,-1
18,M,0,1,3,8,1,10,2,3842,1,1.45381E-07,6.477794,0,-1
18,M,0,1,4,1,2,15,3,9999,5,-1,-1,-1,-1
18,M,0,1,4,2,2,16,4,3498,0,0.09689046,12.38299,0.4392403,-1
18,M,0,1,4,3,2,14,2,4153,1,0.8090073,12.32296,3.666449,-1
18,M,0,1,4,4,2,13,1,1853,0,0.3510195,12.17033,1.628708,-1
18,M,0,1,4,5,1,15,3,6775,0,0.1209288,6.167929,1.075746,-1
18,M,0,1,4,6,1,13,1,2020,0,0.01623536,6.146927,0.14537,-1
18,M,0,1,4,7,1,16,4,9999,4,-1,-1,-1,-1
18,M,0,1,4,8,1,14,2,9999,3,-1,-1,-1,-1
18,M,0,1,5,1,2,19,3,2019,0,1.032387,12.29784,4.780572,-1
18,M,0,1,5,2,1,17,1,1853,0,0.4461464,6.154583,4.091176,-1
18,M,0,1,5,3,1,20,4,1987,0,0.274913,6.581779,2.296013,-1
18,M,0,1,5,4,1,19,3,2798,0,0.3441546,6.16702,3.085594,-1
18,M,0,1,5,5,2,18,2,6497,0,1.003176,12.33751,4.546657,-1
18,M,0,1,5,6,2,20,4,4842,0,1.420726E-07,12.3828,0.01978234,-1
18,M,0,1,5,7,1,18,2,9999,2,-1,-1,-1,-1
18,M,0,1,5,8,2,17,1,9999,5,-1,-1,-1,-1
18,M,0,1,6,1,1,22,2,4775,0,0.3313629,6.531403,2.78263,-1
18,M,0,1,6,2,2,21,1,5153,2,1.180876E-07,12.16444,0,-1
18,M,0,1,6,3,2,24,4,2464,0,0.2811893,12.3662,1.271032,-1
18,M,0,1,6,4,2,22,2,9786,7,0.2153931,12.30058,0.9805858,-1
18,M,0,1,6,5,1,21,1,1397,0,0.1399122,6.137251,1.263311,-1
18,M,0,1,6,6,1,23,3,1453,0,0.3883979,6.178473,3.497656,-1
18,M,0,1,6,7,1,24,4,1464,0,0.5531409,6.582432,4.565916,-1
18,M,0,1,6,8,2,23,3,2453,0,0.6271734,12.28697,2.884594,-1
18,M,0,1,7,1,2,25,1,3731,1,0.496897,12.17471,2.291405,-1
