Age, Gender, Awareness Type, Session, Block, Trial, Set, Pattern, Quadrant, Response Time, Num Mistakes, Distance From Target, Camera Distance From Target, Angle Error (Degrees), FC Response
19,F,0,1,1,1,1,1,1,2487,0,5.943836E-08,6.141469,0,-1
19,F,0,1,1,2,1,2,2,5975,1,1.087508E-07,6.54752,0,-1
19,F,0,1,1,3,1,4,4,3042,0,0.3286279,6.559028,2.707543,-1
19,F,0,1,1,4,2,3,3,1831,0,0.8751382,12.3252,3.968373,-1
19,F,0,1,1,5,2,2,2,1631,0,1.047488,12.45891,4.678977,-1
19,F,0,1,1,6,1,3,3,8731,3,0.2757233,6.312833,2.381048,-1
19,F,0,1,1,7,2,1,1,3776,0,1.015343,12.24059,4.714262,-1
19,F,0,1,1,8,2,4,4,3398,1,1.005487,12.43395,4.509324,-1
19,F,0,1,2,1,2,5,1,2664,0,0.3644762,12.2383,1.686324,-1
19,F,0,1,2,2,2,7,3,2409,0,0.4698814,12.30732,2.132491,-1
19,F,0,1,2,3,1,8,4,3464,0,5.464632E-08,6.550794,0,-1
19,F,0,1,2,4,1,6,2,3820,0,0.1549126,6.537915,1.28816,-1
19,F,0,1,2,5,1,5,1,3465,0,0.280506,6.155714,2.541681,-1
19,F,0,1,2,6,2,8,4,1331,0,0.4087698,12.43685,1.823275,-1
19,F,0,1,2,7,1,7,3,9999,1,-1,-1,-1,-1
19,F,0,1,2,8,2,6,2,5731,2,0.2298019,12.43844,1.034008,-1
19,F,0,1,3,1,2,9,1,2376,0,0.9296323,12.22008,4.322867,-1
19,F,0,1,3,2,2,11,3,3576,1,0.7691939,12.28923,3.497264,-1
19,F,0,1,3,3,1,9,1,3153,0,1.089646E-07,6.135981,0,-1
19,F,0,1,3,4,1,11,3,4576,0,0.08009665,6.324049,0.690405,-1
19,F,0,1,3,5,2,10,2,7642,0,1.061402,12.45682,4.769824,-1
19,F,0,1,3,6,2,12,4,3898,1,0.8209985,12.43876,3.674877,-1
19,F,0,1,3,7,1,10,2,4731,0,0.1266724,6.534346,1.064224,-1
19,F,0,1,3,8,1,12,4,4776,1,0.507503,6.582909,4.220579,-1
19,F,0,1,4,1,1,15,3,9999,5,-1,-1,-1,-1
19,F,0,1,4,2,2,14,2,4464,1,0.2863839,12.4636,1.284052,-1
19,F,0,1,4,3,2,15,3,2120,0,0.699547,12.34111,3.167432,-1
19,F,0,1,4,4,2,16,4,7131,4,0.310349,12.43986,1.384798,-1
19,F,0,1,4,5,1,13,1,2031,0,0.3817142,6.172374,3.372839,-1
19,F,0,1,4,6,1,14,2,2665,0,0.5458068,6.56893,4.487422,-1
19,F,0,1,4,7,2,13,1,2131,0,0.00434679,12.27653,0,-1
19,F,0,1,4,8,1,16,4,4220,0,0.379232,6.585819,3.112818,-1
19,F,0,1,5,1,1,17,1,3409,2,0.3004768,6.149096,2.663887,-1
19,F,0,1,5,2,1,19,3,3465,0,0.1732133,6.371154,1.485167,-1
19,F,0,1,5,3,2,17,1,3053,1,0.462059,12.28433,2.12274,-1
19,F,0,1,5,4,2,20,4,1587,0,0.3918096,12.46354,1.746525,-1
19,F,0,1,5,5,1,18,2,5142,2,0.3201642,6.579579,2.685549,-1
19,F,0,1,5,6,2,19,3,1920,0,0.5680444,12.3856,2.562466,-1
19,F,0,1,5,7,1,20,4,3075,0,0.3715276,6.604318,3.116715,-1
19,F,0,1,5,8,2,18,2,6298,3,1.062598,12.48358,4.837076,-1
19,F,0,1,6,1,2,23,3,9076,3,0.772301,12.36197,3.491325,-1
19,F,0,1,6,2,1,21,1,2642,1,0.2830642,6.178829,2.538136,-1
19,F,0,1,6,3,2,24,4,2398,0,0.301377,12.49506,1.344503,-1
19,F,0,1,6,4,2,22,2,1865,0,0.493504,12.51146,2.219114,-1
19,F,0,1,6,5,1,24,4,2764,0,0.008515849,6.629769,0.06852804,-1
19,F,0,1,6,6,1,23,3,3498,1,0.3134108,6.403506,2.704795,-1
19,F,0,1,6,7,2,21,1,6998,2,0.5801779,12.26239,2.684965,-1
19,F,0,1,6,8,1,22,2,4231,0,1.083646E-07,6.583172,0,-1
19,F,0,1,7,1,2,27,3,6431,2,0.6924937,12.3884,3.123304,-1
19,F,0,1,7,2,1,26,2,2865,0,0.5026422,6.575376,4.12953,-1
19,F,0,1,7,3,1,25,1,2531,0,0.3710426,6.183005,3.261588,-1
19,F,0,1,7,4,1,28,4,3531,1,0.4055803,6.620508,3.312748,-1
19,F,0,1,7,5,1,27,3,3464,0,0.5115505,6.45577,4.372018,-1
19,F,0,1,7,6,2,25,1,3620,0,0.6395111,12.28751,2.956779,-1
19,F,0,1,7,7,2,28,4,3020,1,0.8677166,12.51977,3.83119,-1
19,F,0,1,7,8,2,26,2,1931,1,0.4482962,12.51139,2.032592,-1
19,F,0,1,8,1,2,29,1,7220,4,0.6350385,12.25665,2.942909,-1
19,F,0,1,8,2,1,31,3,3398,0,0.3774018,6.430694,3.223004,-1
19,F,0,1,8,3,1,30,2,3920,1,0.476716,6.584931,4.060135,-1
19,F,0,1,8,4,2,31,3,3509,0,0.8709412,12.41907,3.920615,-1
19,F,0,1,8,5,2,30,2,4165,1,0.7684129,12.49975,3.421424,-1
19,F,0,1,8,6,2,32,4,1876,0,0.2542706,12.51657,1.129519,-1
19,F,0,1,8,7,1,29,1,2576,0,0.07394255,6.176353,0.6581939,-1
19,F,0,1,8,8,1,32,4,4409,1,0.3371916,6.621537,2.755343,-1
19,F,0,1,9,1,2,33,1,1898,1,0.9476778,12.28349,4.353702,-1
19,F,0,1,9,2,1,36,4,9999,6,-1,-1,-1,-1
19,F,0,1,9,3,2,34,2,6620,2,0.3332495,12.49059,1.50259,-1
19,F,0,1,9,4,2,36,4,2065,0,2.826041E-07,12.49264,0,-1
19,F,0,1,9,5,2,35,3,2053,0,0.2490776,12.38363,1.123439,-1
19,F,0,1,9,6,1,33,1,4120,1,0.4056311,6.168056,3.646958,-1
19,F,0,1,9,7,1,35,3,2775,0,0.12326,6.396489,1.051461,-1
19,F,0,1,9,8,1,34,2,3442,0,0.4540296,6.601943,3.748939,-1
19,F,0,1,10,1,1,39,3,3920,0,0.2503366,6.422931,2.131481,-1
19,F,0,1,10,2,1,40,4,2087,0,0.4604005,6.63353,3.754055,-1
19,F,0,1,10,3,1,38,2,1753,0,0.3135836,6.604375,2.575039,-1
19,F,0,1,10,4,2,39,3,1720,0,0.124124,12.40672,0.5616257,-1
19,F,0,1,10,5,2,37,1,1898,0,1.040756,12.32377,4.800283,-1
19,F,0,1,10,6,2,40,4,3820,0,0.7646651,12.51906,3.385181,-1
19,F,0,1,10,7,1,37,1,3087,1,0.1072283,6.203279,0.9526493,-1
19,F,0,1,10,8,2,38,2,1876,0,0.8107886,12.52968,3.62169,-1
19,F,0,1,11,1,1,44,4,5376,2,0.1535802,6.623315,1.256165,-1
19,F,0,1,11,2,1,42,2,3131,0,0.3782377,6.584622,3.120795,-1
